Key,koreana
perkSlowMetabolismRank4Desc,"포만감과 수분이 [decea3]20%[-] 적게 감소하며 숨을 [decea3]156[-]초까지 참을 수 있음. 이질에 걸릴 확률이 [decea3]4%[-] 감소하며 소모품의 지속 시간이 [decea3]40%[-] 증가함."
perkSlowMetabolismRank5Desc,"포만감과 수분이 [decea3]25%[-] 적게 감소하며 숨을 [decea3]180[-]초까지 참을 수 있음. 이질에 걸릴 확률이 [decea3]5%[-] 감소하며 소모품의 지속 시간이 [decea3]50%[-] 증가함."
perkRunAndGun1,"지향 사격 명중률이 [decea3]10%[-] 향상되며 재장전 시 이동 속도 감소 페널티가 [decea3]30%[-] 감소함."
perkRunAndGun2,"지향 사격 명중률이 [decea3]17%[-] 향상되며 재장전 시 이동 속도 감소 페널티가 [decea3]60%[-] 감소함."
perkRunAndGun3,"지향 사격 명중률이 [decea3]25%[-] 향상되며 재장전 시 이동 속도 감소 페널티가 사라짐."
perkFlurryOfBlows1,"곤봉, 너클, 단검, 도검과 단봉의 공격 속도가 [decea3]10%[-] 증가함. 모든 근접 무기로 적을 처치 시 [decea3]5[-]의 스태미너를 회복함."
perkFlurryOfBlows2,"곤봉, 너클, 단검, 도검과 단봉의 공격 속도가 [decea3]17%[-] 증가함. 모든 근접 무기로 적을 처치 시 [decea3]10[-]의 스태미너를 회복함."
perkFlurryOfBlows3,"곤봉, 너클, 단검, 도검과 단봉의 공격 속도가 [decea3]25%[-] 증가함. 모든 근접 무기로 적을 처치 시 [decea3]20[-]의 스태미너를 회복함."
perkLightArmorRank1Desc,"경갑옷의 이동 속도 페널티가 [decea3]15%[-], 스태미너 페널티가 [decea3]10%[-] 감소하며 내구도가 [decea3]50%[-] 증가함."
perkLightArmorRank2Desc,"경갑옷의 이동 속도 페널티가 [decea3]30%[-], 스태미너 페널티가 [decea3]20%[-] 감소하며 내구도가 [decea3]100%[-] 증가함."
perkLightArmorRank3Desc,"경갑옷의 이동 속도 페널티가 [decea3]50%[-], 스태미너 페널티가 [decea3]35%[-] 감소하며 내구도가 [decea3]150%[-] 증가함."
perkLightArmorRank4Desc,"경갑옷의 이동 속도 페널티가 [decea3]75%[-], 스태미너 페널티가 [decea3]50%[-] 감소하며 내구도가 [decea3]200%[-] 증가함."
perkParkourRank1Desc,"점프할 때의 스태미너 소모가 [decea3]10%[-] 감소하고 안전한 낙하 거리가 [decea3]1[-]미터 증가함."
perkParkourRank2Desc,"점프할 때의 스태미너 소모가 [decea3]20%[-] 감소하고 안전한 낙하 거리가 [decea3]2[-]미터 증가하며 [decea3]1[-]미터 더 높게 뛸 수 있음."
perkParkourRank3Desc,"점프할 때의 스태미너 소모가 [decea3]30%[-] 감소하고 안전한 낙하 거리가 [decea3]4[-]미터 증가하며 추락 시에도 다리가 부러지지 않음."
perkParkourRank4Desc,"점프할 때의 스태미너 소모가 [decea3]40%[-] 감소하고 안전한 낙하 거리가 [decea3]5[-]미터 증가하며 [decea3]2[-]미터 더 높게 뛸 수 있음. 추락해도 다리를 삐거나 부러지지 않음."
perkCharismaticNatureRank1Desc,"근처의 아군이 [decea3]20[-]의 체력과 스태미너를 추가로 얻음."
perkCharismaticNatureRank2Desc,"근처의 아군의 블록 데미지와 근접 데미지를 [decea3]20%[-] 늘려 줌."
perkCharismaticNatureRank3Desc,"근처의 아군은 모든 피해로부터 [decea3]10%[-]의 저항력을 가지며, 출혈로 인한 피해를 [decea3]50%[-] 경감시키고 출혈 속도가 [decea3]50%[-] 감소함."
perkCharismaticNatureRank4Desc,"근처의 아군의 모든 능력치가 [decea3]+1[-] 증가함."
perkAdvancedEngineeringRank1Desc,"용광로에서 하는 작업이 [decea3]20%[-] 빨라집니다. 풀을 만드는 데 자원을 더 적게 소모합니다."
perkAdvancedEngineeringRank2Desc,"작업대와 시멘트 믹서에서 하는 작업이 [decea3]20%[-] 빨라집니다."
perkAdvancedEngineeringRank3Desc,"전기 함정으로 적을 처치 시 [decea3]20%[-]의 추가 경험치를 획득합니다. 모든 용광로 관련 제작법의 재료가 [decea3]10%[-] 적게 소모되며, 강철 판과 전기 부품을 제작할 때 드는 재료가 [decea3]15%[-] 줄어듭니다."
perkAdvancedEngineeringRank4Desc,"전기 함정으로 적을 처치 시 [decea3]35%[-]의 추가 경험치를 획득합니다. 모든 용광로 관련 제작법의 재료가 [decea3]15%[-] 적게 소모되며, 강철 판과 전기 부품을 제작할 때 드는 재료가 [decea3]25%[-] 줄어듭니다."
perkAdvancedEngineeringRank5Desc,"전기 함정으로 적을 처치 시 [decea3]50%[-]의 추가 경험치를 획득합니다. 모든 용광로 관련 제작법의 재료가 [decea3]20%[-] 적게 소모되며, 강철 판과 전기 부품을 제작할 때 드는 재료가 [decea3]35%[-] 줄어듭니다."
perkWasteTreasuresClothDesc,"의복을 제작할 때 목화를 [decea3]25%[-] 덜 사용합니다."
perkWasteTreasuresClothLongDesc,"의복을 제작할 때 목화를 [decea3]25%[-] 덜 사용합니다."
perkUrbanCombatCigarDesc,"거래 협상에 [decea3]5%[-] 더 높은 영향력을 가집니다."
perkUrbanCombatCigarLongDesc,"거래 협상에 [decea3]5%[-] 더 높은 영향력을 가집니다."
ulmPerkEfficientPackerName,"세심한 포장"
ulmPerkEfficientPackerDesc,"세심한 포장 기술을 사용해서 제한된 배낭의 공간을 효과적으로 차곡차곡 정리해서 더 많은 물건을 들 수 있습니다."
ulmPerkEfficientPacker1,"배낭의 물건을 더 효율적으로 정리하여 [decea3]20[-]만큼의 무게를 더 들 수 있음."
ulmPerkEfficientPacker2,"배낭의 물건을 더 효율적으로 정리하여 [decea3]40[-]만큼의 무게를 더 들 수 있음."
ulmPerkEfficientPacker3,"배낭의 물건을 더 효율적으로 정리하여 [decea3]60[-]만큼의 무게를 더 들 수 있음."
ulmPerkEfficientPacker4,"배낭의 물건을 더 효율적으로 정리하여 [decea3]80[-]만큼의 무게를 더 들 수 있음."
ulmPerkEfficientPacker5,"배낭의 물건을 더 효율적으로 정리하여 [decea3]100[-]만큼의 무게를 더 들 수 있음."
perkBarBrawling1BasicMovesDesc,"맨주먹, 가죽/철/강철 너클 사용 시 [decea3]10%[-] 더 많은 피해를 가합니다."
perkBarBrawling2DropABombDesc,"전력 질주 공격으로 상대를 쓰러뜨릴 가능성이 높아집니다."
perkBarBrawling3KillerInstinctDesc,"적을 처치할 때 마다 [decea3]5%[-]의 추가 데미지를 얻고, 최대 [decea3]15%[-]까지 상승합니다.[decea3]10[-]초간 아무것도 처치하지 않을 경우 한 단계씩 감소합니다."
perkBarBrawling4FinishingMovesDesc,"쓰러져 있거나 기절한 상대에게 [decea3]20%[-]의 추가 데미지를 줍니다."
perkBarBrawling5AdrenalineHealingDesc,"전투 중에 주먹으로 공격을 가할 때 마다 [decea3]1[-]의 체력을 회복합니다."
perkBarBrawling6RageModeDesc,"피격당한 이후 주먹 공격이 [decea3]20%[-] 빨라지며 이동 속도도 [decea3]10%[-] 빨라집니다."
perkBarBrawling7BoozedUpDesc,"맥주를 마셔도 시야가 흐려지지 않으며 술기운이 두 배 오래 갑니다."
perkBarBrawling8CompleteDesc,"짧은 시간 안에 퍼부은 [decea3]7번째[-] 공격마다 [decea3]300%[-]의 데미지를 줍니다."
autoTurret,"SMG 자동 포탑"
autoTurretDesc,"10mm SMG 탄약을 사용하며 동작인식 방식으로 작동하는 자동 포탑입니다."
cntBathTubEmpty,"욕조"
cntBathTubEmptyDesc,"사람이나 동물이 목욕을 할 수 있게 물을 담는 곳입니다."
cntCollapsedWorkbench,"파괴된 작업대"
cntCollapsedWorkbenchDesc,"파괴되어 제작은 불가능하지만 무언가를 얻을 수 있는 작업대입니다. 좋은 아이템이 있을 수도 있습니다."
counterSinkCommercial,"상업용 개수대"
forge,"용광로"
modularRopeTiled,"밧줄 묶음"
modularRopeTiledDesc,"[decea3]기어오르거나 내려가는 데 쓸 수 있습니다.[-] 사다리에 비하면 튼튼하지는 않습니다."
palletBrownBoxesBase,"상자 더미"
palletBrownBoxesTile,"상자 더미 (팔레트)"
palletBrownBoxesTile,"상자 더미"
palletBrownBoxesTop,"쌓인 상자"
palletBrownBoxesLoose,"상자 더미"
tire,"고무 타이어"
tireDesc,"차고를 장식할 수 있는 고무 타이어입니다."
tnt,"다이너마이트 묶음"
tntDesc,"다이너마이트 여러 개를 붙여서 만들 수 있습니다."
wallHungSink,"세면대"
wineBarrel,"맥주 배럴"
wineBarrelDesc,"맥주를 저장하는 데 쓰입니다."
wineBarrelPlain,"평범한 맥주 배럴"
wineBarrelPlainDesc,"맥주를 저장하는 데 쓰입니다."
wineBarrelSet,"맥주 배럴들"
wineBarrelSetDesc,"맥주를 저장하는 데 쓰입니다."
workbench,"작업대"
workbenchDesc,"작업대를 사용하면 배낭에서 맨손으로 제작하는 것 보다 더 많은 고급 아이템과 블록을 만들 수 있습니다."
cntBarrelPlasticSingle00,"플라스틱 물 배럴"
cntBarrelPlasticSingle00Desc,"물을 저장하는 데 쓰이는 용기입니다."
cntBarrelPlasticSingle45,"플라스틱 물 배럴"
cntBarrelPlasticSingle45Desc,"물을 저장하는 데 쓰이는 용기입니다."
cntBarrelPlasticQuadA,"플라스틱 물 배럴 (팔레트)"
cntBarrelPlasticQuadADesc,"물을 저장하는 데 쓰이는 용기입니다."
cntBarrelPlasticQuadB,"플라스틱 물 배럴들"
cntBarrelPlasticQuadBDesc,"물을 저장하는 데 쓰이는 용기입니다."
cntBeerCooler,"음료 냉장고"
cntBeerCoolerDesc,"가구입니다."
cntCar03SedanDamage0v01,"세단"
cntCar03SedanDamage0v02,"세단"
cntCar03SedanDamage0v03,"세단"
cntCar03SedanDamage0v04,"세단"
cntCar03SedanDamage0v05,"세단"
cntCar03SedanDamage0v06,"세단"
cntCar03SedanDamage0v07,"세단"
cntCar03SedanDamage0v08,"세단"
cntGasPumpEmpty,"[FF1919]파괴된[-] 가스 펌프"
cntGasPumpEmptyDesc," "
cntGasPumpFull,"가스 펌프"
cntGasPumpFullDesc," "
cntStoreElectronicsBookShelfSpeaker,"선반형 스피커"
cntWaterCoolerBottle,"정수기용 물통"
cntWaterCoolerBottleDesc,"깨끗한 생수를 담는 통입니다."
cntWaterCoolerFull,"정수기"
cntWaterCoolerFullDesc,"깨끗한 생수가 담긴 정수기입니다."
plantedAloe1,"알로에 베라 씨앗"
plantedAloe1Schematic,"알로에 베라 씨앗 도면"
plantedBlueberry1,"블루베리 씨앗"
plantedBlueberry1Schematic,"블루베리 씨앗 도면"
plantedChrysanthemum1,"국화 씨앗"
plantedChrysanthemum1Schematic,"국화 씨앗 도면"
plantedCoffee1,"커피 씨앗"
plantedCoffee1Schematic,"커피 씨앗 도면"
plantedCorn1,"옥수수 씨앗"
plantedCorn1Schematic,"옥수수 씨앗 도면"
plantedCotton1,"목화 씨앗"
plantedCotton1Schematic,"목화 씨앗 도면"
plantedGoldenrod1,"미역취 씨앗"
plantedGoldenrod1Schematic,"미역취 씨앗 도면"
plantedGraceCorn1,"슈퍼 옥수수 씨앗"
plantedGraceCorn1Schematic,"슈퍼 옥수수 씨앗 도면"
plantedHop1,"홉 씨앗"
plantedHop1Schematic,"홉 씨앗 도면"
plantedMushroom1,"버섯 균사체"
plantedMushroom1Desc,"이 버섯 포자를 당신의 농장 구역에 심어 수확 할 때까지 성장시켜 보세요. 다른 식물과는 다르게 버섯은 성장에 햇빛이 필요하지 않습니다."
plantedMushroom1Schematic,"버섯 균사체 도면"
plantedPotato1,"감자 씨앗"
plantedPotato1Schematic,"감자 씨앗 도면"
plantedPumpkin1,"호박 씨앗"
plantedPumpkin1Schematic,"호박 씨앗 도면"
plantedtreeGrassSeed1,"잔디 씨앗"
plantedtreeGrassSeed1Schematic,"잔디 씨앗 도면"
plantedYucca1,"유카 씨앗"
plantedYucca1Schematic,"유카 씨앗 도면"
sectionalPlaidChair,"Old Armchair"
ulmBlockTrapGlassBusinessVariantHelper,"사무실 유리(함정)"
ulmBlockTrapGlassBusinessVariantHelperDesc,"밟으면 부서지는 가짜 바닥 함정입니다."
ulmBlockTVVariantHelper,"TV"
ulmBlockTVVariantHelperDesc,"작동하진 않지만, 집에 온 기분을 느끼게 해 줍니다."
ulmBlockWoodVariantHelper,"나무 블록"
ulmBlockWoodVariantHelperDesc,"기본적인 방어 기능을 제공합니다."
ulmBlockRWoodVariantHelper,"보강된 나무 블록"
ulmBlockRWoodVariantHelperDesc,"나무 블록보다 더 나은 방어 기능을 제공합니다."
ulmBlockMRWoodVariantHelper,"강철 보강된 나무 블록"
ulmBlockMRWoodVariantHelperDesc,"보강된 나무 블록보다 더 나은 방어 기능을 제공합니다."
ulmBlockRScrapIronVariantHelper,"고철 블록"
ulmBlockRScrapIronVariantHelperDesc,"무난한 방어 기능을 제공합니다."
ulmBlockSteelVariantHelper,"강철 블록"
ulmBlockSteelVariantHelperDesc,"탁월한 방어 기능을 제공합니다."
ulmBlockSSteelVariantHelper,"스테인리스강 블록"
ulmBlockSSteelVariantHelperDesc,"강철 블록보다 훨씬 우월한 방어 기능을 제공합니다."
ulmBlockPewSegmentVariantHelper,"긴 의자"
ulmBlockRopeVariantHelper,"밧줄 (등반 가능)"
ulmCollectorOilPumpActive,"원유 추출기"
ulmCollectorOilPumpActiveDesc,"토양 깊은 곳에서 [decea3]오일 셰일[-] 을 천천히 추출합니다."
ulmCollectorOilPumpHarvest,"원유 추출기"
ulmCollectorOilPumpHarvestDesc,"토양 깊은 곳에서 [decea3]오일 셰일[-] 을 천천히 추출합니다."
ulmCollectorOreActive,"광석 추출기"
ulmCollectorOreActiveDesc,"토양 깊은 곳에서 무작위의 광석을 천천히 추출합니다. [decea3]티타늄 광석[-]을 추출할 가능성도 조금 있습니다."
ulmCollectorOreHarvest,"광석 추출기"
ulmCollectorOreHarvestDesc,"토양 깊은 곳에서 무작위의 광석을 천천히 추출합니다. [decea3]티타늄 광석[-]을 추출할 가능성도 조금 있습니다."
ulmBlockWaterpump,"물 펌프"
ulmBlockWaterpumpDesc,"방사능으로 덜 오염된 토양 깊숙한 곳에서 탁한 물(게임 내 1 시간마다 1 수치)을 천천히 다시 퍼 올립니다."
ulmCollectorWellWood,"원시적인 우물"
ulmCollectorWellWoodDesc,"방사능으로 덜 오염된 토양 깊숙한 곳에서 탁한 물(게임 내 2 시간마다 1 수치)을 천천히 다시 퍼 올립니다."
ulmContainerBagStarter,"생존 배낭"
ulmContainerBagStarterDesc,"응급 상황에서 48 시간 동안 생존하는 데 필요한 항목이 들어있는 휴대용 키트입니다. 땅에 배치하고 봉인을 뜯으세요."
ulmContainerBagStarterLoot,"생존 배낭"
ulmContainerBagStarterLootDesc,"응급 상황에서 48 시간 동안 생존하는 데 필요한 항목이 들어있는 휴대용 키트입니다. 땅에 배치하고 봉인을 뜯으세요."
ulmContainerBirdnestEmpty,"새 둥지\n[808080](획득함)[-]"
ulmContainerBirdnestEmptyDesc,"샅샅이 뒤진 빈 새 둥지입니다."
ulmContainerCarPickupTruck,"버려진 파란 픽업 트럭"
ulmContainerCollapsedTannery,"부서진 무두질 작업대"
ulmContainerCollapsedTanneryDesc,"다양한 동물의 가죽을 무두질했던 작업대의 잔재입니다."
ulmContainerNightstandClosed,"침실용 탁자"
ulmContainerNightstandClosedDesc,"일반적인 가정용 물품 또는 의류를 보관하기 위해 침대 옆이나 다른 곳에 두는 작은 캐비닛입니다."
ulmContainerNightstandOpen1,"침실용 탁자"
ulmContainerNightstandOpen1Desc,"일반적인 가정용 물품 또는 의류를 보관하기 위해 침대 옆이나 다른 곳에 두는 작은 캐비닛입니다."
ulmContainerNightstandOpen2,"침실용 탁자"
ulmContainerNightstandOpen2Desc,"일반적인 가정용 물품 또는 의류를 보관하기 위해 침대 옆이나 다른 곳에 두는 작은 캐비닛입니다."
ulmContainerNightstandOpen3,"침실용 탁자"
ulmContainerNightstandOpen3Desc,"일반적인 가정용 물품 또는 의류를 보관하기 위해 침대 옆이나 다른 곳에 두는 작은 캐비닛입니다."
ulmContainerChestOpen,"부서진 보관용 상자"
ulmContainerChestOpenDesc,"이 상자는 뚜껑이 없네요."
ulmContainerChestHeroPlayer,"강화된 상자"
ulmContainerChestHeroPlayerDesc,"적당한 보호 수준으로 많은 아이템을 보관할 수 있습니다."
ulmContainerHardenedChestSecurePlayer,"강화 상자"
ulmContainerHardenedChestSecurePlayerDesc,"매우 튼튼하고 수납 공간이 넓습니다."
ulmContainerHardenedChestInsecurePlayer,"보안 해제된 강화 상자"
ulmContainerHardenedChestInsecurePlayerDesc,"매우 튼튼하고 공간이 널찍한 강철 보관함입니다. 자물쇠는 달려있지 않습니다."
ulmContainerMunitionsBoxPlayer,"군수품 상자"
ulmContainerMunitionsBoxPlayerDesc,"상대적으로 안전한 보관함입니다."
ulmContainerVault,"금고"
ulmContainerVaultDesc,"가장 소중한 소지품들을 저장할 수 있는 최고의 저장소입니다. 크기(너비x길이x높이): [decea3]3x3x3[-]"
ulmContainerGunSafePlayer,"총기 금고"
ulmContainerGunSafePlayerDesc,"신뢰성 있고 훌륭한 저장소입니다."
ulmContainerGunSafeInsecurePlayer,"안전하지 않은 총기 금고"
ulmContainerGunSafeInsecurePlayerDesc,"신뢰성 있고 훌륭한 저장소이긴 한데 자물쇠가 달려있지 않습니다."
ulmContainerStationChemistryCollapsed,"붕괴된 화학 실험대"
ulmContainerStationChemistryCollapsedDesc,"모든 종류의 혼합물과 화학 물질을 섞고 끓이세요."
ulmContainerWorkbenchCollapsed,"붕괴된 작업대"
ulmContainerWorkbenchCollapsedDesc,"작업대를 사용하면 배낭에서 맨손으로 제작하는 것 보다 더 많은 고급 아이템과 블록을 만들 수 있습니다."
ulmContainerSciFi01A,"강철 소형 보관함 (장식용)"
ulmContainerSciFi01ADesc,"장식용이며 무언가를 담을 수 없습니다."
ulmContainerSciFi01ALoot,"강철 소형 보관함"
ulmContainerSciFi01ALootDesc,"튼튼하고 공간이 널찍한 강철 보관함입니다."
ulmContainerSciFi01ALootSecure,"강철 소형 보관함"
ulmContainerSciFi01ALootSecureDesc,"튼튼하고 공간이 널찍한 강철 보관함입니다."
ulmContainerSciFi01ALootSecureSigned,"강철 소형 보관함 (라벨)"
ulmContainerSciFi01ALootSecureSignedDesc,"튼튼하고 공간이 널찍한 강철 보관함입니다."
ulmContainerSciFi01B,"강철 원형 보관함 (장식용)"
ulmContainerSciFi01BDesc,"장식용이며 무언가를 담을 수 없습니다."
ulmContainerSciFi01BLoot,"강철 원형 보관함"
ulmContainerSciFi01BLootDesc,"튼튼하고 공간이 널찍한 강철 보관함입니다."
ulmContainerSciFi01BLootSecure,"강철 원형 보관함"
ulmContainerSciFi01BLootSecureDesc,"튼튼하고 공간이 널찍한 강철 보관함입니다."
ulmContainerSciFi01C,"A형 강철 대형 보관함 (장식용)"
ulmContainerSciFi01CDesc,"장식용이며 무언가를 담을 수 없습니다. 크기(너비x길이x높이): [decea3]2x1x1[-]"
ulmContainerSciFi01CLoot,"A형 강철 대형 보관함"
ulmContainerSciFi01CLootDesc,"튼튼하고 공간이 매우 널찍한 강철 보관함입니다. 크기(너비x길이x높이): [decea3]2x1x1[-]"
ulmContainerSciFi01CLootSecure,"A형 강철 대형 보관함"
ulmContainerSciFi01CLootSecureDesc,"튼튼하고 공간이 매우 널찍한 강철 보관함입니다. 크기(너비x길이x높이): [decea3]2x1x1[-]"
ulmContainerSciFi01CLootSecureSigned,"A형 강철 대형 보관함 (라벨)"
ulmContainerSciFi01CLootSecureSignedDesc,"튼튼하고 공간이 매우 널찍한 강철 보관함입니다. 크기(너비x길이x높이): [decea3]2x1x1[-]"
