Key,german
actionPerkButcher5,"Ressourcen beim Zerlegen von Tieren[decea3]+50%[-]"
attStrengthName,"Stärke"
attStrengthDesc,"Meistere [decea3]Stärke[-]-Fertigkeiten schneller, verbessert Kopfschuss-Schaden und Chance zu Verstümmeln für: [decea3]Maschinengewehre[-], [decea3]Knüppel[-] und [decea3]Vorschlaghämmer[-]"
attStrengthDesc01,"Fertigkeits-EXP [decea3]+10%[-]\nKopfschuss-Schaden [decea3]+5%[-]\nChance zu Verstümmeln [decea3]+2,5%[-]"
attStrengthDesc02,"Fertigkeits-EXP [decea3]+20%[-]\nKopfschuss-Schaden [decea3]+10%[-]\nChance zu Verstümmeln [decea3]+5%[-]"
attStrengthDesc03,"Fertigkeits-EXP [decea3]+30%[-]\nKopfschuss-Schaden [decea3]+15%[-]\nChance zu Verstümmeln [decea3]+7,5%[-]"
attStrengthDesc04,"Fertigkeits-EXP [decea3]+40%[-]\nKopfschuss-Schaden [decea3]+20%[-]\nChance zu Verstümmeln [decea3]+10%[-]"
attStrengthDesc05,"Fertigkeits-EXP [decea3]+50%[-]\nKopfschuss-Schaden [decea3]+25%[-]\nChance zu Verstümmeln [decea3]+12,5%[-]"
attStrengthDesc06,"Fertigkeits-EXP [decea3]+60%[-]\nKopfschuss-Schaden [decea3]+30%[-]\nChance zu Verstümmeln [decea3]+15%[-]"
attStrengthDesc07,"Fertigkeits-EXP [decea3]+70%[-]\nKopfschuss-Schaden [decea3]+35%[-]\nChance zu Verstümmeln [decea3]+17,5%[-]"
attStrengthDesc08,"Fertigkeits-EXP [decea3]+80%[-]\nKopfschuss-Schaden [decea3]+40%[-]\nChance zu Verstümmeln [decea3]+20%[-]"
attStrengthDesc09,"Fertigkeits-EXP [decea3]+90%[-]\nKopfschuss-Schaden [decea3]+45%[-]\nChance zu Verstümmeln [decea3]+22,5%[-]"
attStrengthDesc10,"Fertigkeits-EXP [decea3]+100%[-]\nKopfschuss-Schaden [decea3]+50%[-]\nChance zu Verstümmeln [decea3]+25%[-]"
skillStrengthGeneralName,"Muskeln"
skillStrengthConstructionName,"Bergbau"
perkMachineGunner1,"Maschinengewehre haben [decea3]5%[-] mehr Schaden, Feuerrate und Nachladegeschwindigkeit"
perkMachineGunner2,"Maschinengewehre haben [decea3]10%[-] mehr Schaden, Feuerrate und Nachladegeschwindigkeit"
perkMachineGunner3,"Maschinengewehre haben [decea3]15%[-] mehr Schaden, Feuerrate und Nachladegeschwindigkeit\n\n[decea3]Kommando Adrenalin:[-]\n [decea3]+2[-] Ausdauer bei jedem erfolgreichen Schuss"
perkMachineGunner4,"Maschinengewehre haben [decea3]20%[-] mehr Schaden, Feuerrate und Nachladegeschwindigkeit\n\n[decea3]Commando Adrenaline:[-]\n [decea3]+4[-] Ausdauer bei jedem erfolgreichen Schuss"
perkMachineGunner5,"Maschinengewehre haben [decea3]25%[-] mehr Schaden, Feuerrate und Nachladegeschwindigkeit\n\n[Decea3]Commando Adrenaline:[-]\n [Decea3]+6[-] Ausdauer bei jedem erfolgreichen Schuss"
perkPummelPete1,"Knüppel verursachen [decea3]5%[-] mehr Schaden, [decea3]10%[-] zusätzlichen Schaden an Betäubten und kräftige Angriffe haben eine Chance von [decea3]10%[-], Gegner zurückzuschlagen"
perkPummelPete2,"Knüppel verursachen [decea3]10%[-] mehr Schaden, [decea3]20%[-] zusätzlichen Schaden an Betäubten und kräftige Angriffe haben eine Chance von [decea3]20%[-], Gegner zu Boden zu werfen"
perkPummelPete3,"Knüppel verursachen [decea3]15%[-] mehr Schaden, [decea3]30%[-] zusätzlichen Schaden an Betäubten und kräftige Angriffe haben eine [decea3]30%[-] Chance, Gegner zu Boden zu werfen. Jeder [decea3]5.[-] aufeinanderfolgende Treffer verursacht 100% zusätzlichen Schaden."
perkPummelPete4,"Knüppel verursachen [decea3]20%[-] mehr Schaden, [decea3]40%[-] zusätzlichen Schaden an Betäubten und kräftige Angriffe haben eine [decea3]40%[-] Chance, Gegner wieder zu Boden zu werfen. Jeder [decea3]4.[-] aufeinanderfolgende Treffer verursacht 100% zusätzlichen Schaden."
perkPummelPete5,"Knüppel verursachen [decea3]25%[-] mehr Schaden, [decea3]50%[-] zusätzlichen Schaden an Betäubten und kräftige Angriffe haben eine [decea3]50%[-] Chance, Gegner wieder zu Boden zu werfen. Jeder [decea3]3.[-] aufeinanderfolgende Treffer verursacht 100% zusätzlichen Schaden."
perkSkullCrusher1,"Vorschlaghämmer verursachen [decea3]5%[-] mehr Schaden. kräftige Angriffe haben eine Chance von [decea3]10%[-], Gegner umzuwerfen."
perkSkullCrusher2,"Vorschlaghämmer verursachen [Decea3]10%[-] mehr Schaden. kräftige Angriffe haben eine Chance von [decea3]20%[-], Feinde niederzuschlagen"
perkSkullCrusher3,"Vorschlaghämmer verursachen [Decea3]15%[-] mehr Schaden. kräftige Angriffe haben eine Chance von [decea3]30%[-], Gegner niederzuschlagen, und eine Chance von [decea3]10%[-], Feinde in der Nähe niederzuschlagen"
perkSkullCrusher4,"Vorschlaghämmer verursachen [decea3]20%[-] mehr Schaden. kräftige Angriffe haben eine Chance von [decea3]40%[-], Gegner niederzuschlagen, und eine Chance von [decea3]20%[-], Feinde in der Nähe niederzuschlagen"
perkSkullCrusher5,"Vorschlaghämmer verursachen [decea3]25%[-] mehr Schaden. kräftige Angriffe haben eine Chance von [decea3]50%[-], Feinde niederzuschlagen, und eine Chance von [decea3]30%[-], Feinde in der Nähe niederzuschlagen"
perkMiner69r1,"Äxte, Spitzhacken, Kettensägen, Erdbohrer und andere Bergbauwerkzeuge verursachen [decea3]10%[-] mehr Schaden"
perkMiner69r2,"Äxte, Spitzhacken, Kettensägen, Erdbohrer und andere Bergbauwerkzeuge verursachen [decea3]20%[-] mehr Schaden"
perkMiner69r3,"Äxte, Spitzhacken, Kettensägen, Erdbohrer und andere Bergbauwerkzeuge verursachen [decea3]30%[-] mehr Schaden"
perkMiner69r4,"Äxte, Spitzhacken, Kettensägen, Erdbohrer und andere Bergbauwerkzeuge verursachen [decea3]40%[-] mehr Schaden"
perkMiner69r5,"Äxte, Spitzhacken, Kettensägen, Erdbohrer und andere Bergbauwerkzeuge verursachen [decea3]50%[-] mehr Schaden"
perkMotherLode1,"Äxte, Spitzhacken, Kettensägen, Erdbohrer und andere Bergbauwerkzeuge ernten [Decea3]10%[-] mehr von Erz, Stein, Geländeblöcken und Bäumen"
perkMotherLode2,"Äxte, Spitzhacken, Kettensägen, Erdbohrer und andere Bergbauwerkzeuge ernten [decea3]20%[-] mehr von Erzen, Steinen, Geländeblöcken und Bäumen"
perkMotherLode3,"Äxte, Spitzhacken, Kettensägen, Erdbohrer und andere Bergbauwerkzeuge ernten [decea3]30%[-] mehr von Erzen, Steinen, Geländeblöcken und Bäumen"
perkMotherLode4,"Äxte, Spitzhacken, Kettensägen, Erdbohrer und andere Bergbauwerkzeuge ernten [decea3]40%[-] mehr von Erzen, Steinen, Geländeblöcken und Bäumen"
perkMotherLode5,"Äxte, Spitzhacken, Kettensägen, Erdbohrer und andere Bergbauwerkzeuge ernten [decea3]50%[-] mehr von Erz, Stein, Geländeblöcken und Bäumen"
perkPackMule1,"Erhöht eure Belastbarkeit um [decea3]20[-]"
perkPackMule2,"Erhöht eure Belastbarkeit um [decea3]40[-]"
perkPackMule3,"Erhöht eure Belastbarkeit um [decea3]60[-]"
perkPackMule4,"Erhöht eure Belastbarkeit um [decea3]80[-]"
perkPackMule5,"Erhöht eure Belastbarkeit um [decea3]100[-]"
actionPerkStrength,"Gewichtheben"
actionPerkStrengthLevelUp,"Deine Fertigkeit [decea3]Gewichtheben[-] hat sich verbessert!"
actionPerkStrength1,"Erhöht eure Belastbarkeit um [decea3]20[-]"
actionPerkStrength2,"Erhöht eure Belastbarkeit um [decea3]40[-]"
actionPerkStrength3,"Erhöht eure Belastbarkeit um [decea3]60[-]"
actionPerkStrength4,"Erhöht eure Belastbarkeit um [decea3]80[-]"
actionPerkStrength5,"Erhöht eure Belastbarkeit um [decea3]100[-]"
actionPerkAssaultRifles,"Maschinengewehre"
actionPerkAssaultRiflesLevelUp,"Deine Fertigkeit [decea3]Maschinengewehre[-] hat sich verbessert!"
actionPerkAssaultRifles1,"Schaden, Zielgenauigkeit, Verstümmeln [decea3]+5%[-]\nKopfschuss-Schaden [decea3]+10%[-]\nNachladegeschwindigkeit [decea3]+2%[-]\n[decea3]Schaltet 5.56mm Hohlspitzmunition zum Herstellen frei[-]"
actionPerkAssaultRifles2,"Schaden, Zielgenauigkeit, Verstümmeln [decea3]+10%[-]\nKopfschuss-Schaden [decea3]+20%[-]\nNachladegeschwindigkeit [decea3]+4%[-]\n[decea3]Schaltet 5.56mm panzerbrechende Munition zum Herstellen frei[-]"
actionPerkAssaultRifles3,"Schaden, Zielgenauigkeit, Verstümmeln [decea3]+15%[-]\nKopfschuss-Schaden [decea3]+30%[-]\nNachladegeschwindigkeit [decea3]+6%[-]"
actionPerkAssaultRifles4,"Schaden, Zielgenauigkeit, Verstümmeln [decea3]+20%[-]\nKopfschuss-Schaden [decea3]+40%[-]\nNachladegeschwindigkeit [decea3]+8%[-]"
actionPerkAssaultRifles5,"Schaden, Zielgenauigkeit, Verstümmeln [decea3]+25%[-]\nKopfschuss-Schaden [decea3]+50%[-]\nNachladegeschwindigkeit [decea3]+10%[-]"
actionPerkClubs,"Knüppel"
actionPerkClubsLevelUp,"Deine Fertigkeit [decea3]Knüppel[-] hat sich verbessert!"
actionPerkClubs1,"Schaden, Verstümmelung [decea3]+5%[-]\nKopfschuss-Schaden [decea3]+10%[-]\nZusätzlicher Schaden an betäubten Zielen [decea3]+10%[-]"
actionPerkClubs2,"Schaden, Verstümmelung [decea3]+10%[-]\nKopfschuss-Schaden [decea3]+20%[-]\nZusätzlicher Schaden an betäubten Zielen [decea3]+20%[-]"
actionPerkClubs3,"Schaden, Verstümmelung [decea3]+15%[-]\nKopfschuss-Schaden [decea3]+30%[-]\nZusätzlicher Schaden an betäubten Zielen [decea3]+30%[-]"
actionPerkClubs4,"Schaden, Verstümmelung [decea3]+20%[-]\nKopfschuss-Schaden [decea3]+40%[-]\nZusätzlicher Schaden an betäubten Zielen [decea3]+40%[-]"
actionPerkClubs5,"Schaden, Verstümmelung [decea3]+25%[-]\nKopfschuss-Schaden [decea3]+50%[-]\nZusätzlicher Schaden an betäubten Zielen [decea3]+50%[-]"
actionPerkSledgehammers,"Vorschlaghämmer"
actionPerkSledgehammersLevelUp,"Deine Fertigkeit [decea3]Vorschlaghämmer[-] hat sich verbessert!"
actionPerkSledgehammers1,"Schaden, Verstümmelung [decea3]+5%[-]\nKopfschuss-Schaden [decea3]+10%[-]\n"
actionPerkSledgehammers2,"Schaden, Verstümmelung [decea3]+10%[-]\nKopfschuss-Schaden [decea3]+20%[-]\n"
actionPerkSledgehammers3,"Schaden, Verstümmelung [decea3]+15%[-]\nKopfschuss-Schaden [decea3]+30%[-]\n"
actionPerkSledgehammers4,"Schaden, Verstümmelung [decea3]+20%[-]\nKopfschuss-Schaden [decea3]+40%[-]\n"
actionPerkSledgehammers5,"Schaden, Verstümmelung [decea3]+25%[-]\nKopfschuss-Schaden [decea3]+50%[-]\n"
actionPerkAxes,"Holzfäller-Werkzeuge"
actionPerkAxesLevelUp,"Deine Fertigkeit [decea3]Holzfällerwerkzeuge[-] hat sich verbessert!"
actionPerkAxes1,"Schaden [decea3]+10%[-]\nErnteeffizient [decea3]+10%[-]"
actionPerkAxes2,"Schaden [decea3]+20%[-]\nErnteeffizienz [decea3]+20%[-]"
actionPerkAxes3,"Schaden [Decea3]+30%[-]\nErnteeffizienz [Decea3]+30%[-]"
actionPerkAxes4,"Schaden [Decea3]+40%[-]\nErnteeffizienz [Decea3]+40%[-]"
actionPerkAxes5,"Schaden [decea3]+50%[-]\nErnteeffizient [decea3]+50%[-]"
actionPerkShovels,"Grabe-Werkzeuge"
actionPerkShovelsLevelUp,"Deine Fertigkeit [decea3]Grabe-Werkzeuge[-] hat sich verbessert!"
actionPerkShovels1,"Schaden [decea3]+10%[-]\nErnteeffizient [decea3]+10%[-]"
actionPerkShovels2,"Schaden [Decea3]+20%[-]\nErnteeffizienz [Decea3]+20%[-]"
actionPerkShovels3,"Schaden [Decea3]+30%[-]\nErnteeffizienz [Decea3]+30%[-]"
actionPerkShovels4,"Schaden [Decea3]+40%[-]\nErnteeffizienz [Decea3]+40%[-]"
actionPerkShovels5,"Schaden [decea3]+50%[-]\nErnteeffizient [decea3]+50%[-]"
actionPerkMining,"Bergbau-Werkzeuge"
actionPerkMiningDesc,"Du wirst geschickter im Umgang mit Bergbauwerkzeugen wie Spitzhacken. Benutze Bergbauwerkzeuge, um diese Fertigkeit zu verbessern."
actionPerkMiningEffect,"[decea3]+0.5%[-] Blockschaden, [decea3]+0.2%[-] Angriffsgeschwindigkeit, [decea3]-0.2%[-] Ausdauerverbrauch."
actionPerkMiningLevelUp,"Deine Fertigkeit [decea3]Bergbau-Werkzeuge[-] hat sich verbessert!"
actionPerkMining1,"Schaden [decea3]+10%[-]\nErnteeffizienz [decea3]+10%[-]"
actionPerkMining2,"Schaden [decea3]+20%[-]\nErnteeffizienz [decea3]+20%[-]"
actionPerkMining3,"Schaden [Decea3]+30%[-]\nErnteeffizienz [Decea3]+30%[-]"
actionPerkMining4,"Schaden [Decea3]+40%[-]\nErnteeffizienz [Decea3]+40%[-]"
actionPerkMining5,"Schaden [decea3]+50%[-]\nErnteeffizient [decea3]+50%[-]"
attFortitudeName,"Standhaftigkeit"
attFortitudeDesc,"Meistere [decea3]Tapferkeit[-]-Fertigkeiten schneller, verbessert Kopfschuss-Schaden und Chance zu Verstümmeln für: [decea3]Schrotflinten[-], [decea3]Unbewaffneter Kampf[-] und [decea3]Faustwaffen[-]"
attFortitudeDesc01,"Fertigkeits-EXP [decea3]+10%[-]\nKopfschuss-Schaden [decea3]+5%[-]\nChance zu Verstümmeln [decea3]+2,5%[-]"
attFortitudeDesc02,"Fertigkeits-EXP [decea3]+20%[-]\nKopfschuss-Schaden [decea3]+10%[-]\nChance zu Verstümmeln [decea3]+5%[-]"
attFortitudeDesc03,"Fertigkeits-EXP [decea3]+30%[-]\nKopfschuss-Schaden [decea3]+15%[-]\nChance zu Verstümmeln [decea3]+7,5%[-]"
attFortitudeDesc04,"Fertigkeits-EXP [decea3]+40%[-]\nKopfschuss-Schaden [decea3]+20%[-]\nChance zu Verstümmeln [decea3]+10%[-]"
attFortitudeDesc05,"Fertigkeits-EXP [decea3]+50%[-]\nKopfschuss-Schaden [decea3]+25%[-]\nChance zu Verstümmeln [decea3]+12,5%[-]"
attFortitudeDesc06,"Fertigkeits-EXP [decea3]+60%[-]\nKopfschuss-Schaden [decea3]+30%[-]\nChance zu Verstümmeln [decea3]+15%[-]"
attFortitudeDesc07,"Fertigkeits-EXP [decea3]+70%[-]\nKopfschuss-Schaden [decea3]+35%[-]\nChance zu Verstümmeln [decea3]+17,5%[-]"
attFortitudeDesc08,"Fertigkeits-EXP [decea3]+80%[-]\nKopfschuss-Schaden [decea3]+40%[-]\nChance zu Verstümmeln [decea3]+20%[-]"
attFortitudeDesc09,"Fertigkeits-EXP [decea3]+90%[-]\nKopfschuss-Schaden [decea3]+45%[-]\nChance zu Verstümmeln [decea3]+22,5%[-]"
attFortitudeDesc10,"Fertigkeits-EXP [decea3]+100%[-]\nKopfschuss-Schaden [decea3]+50%[-]\nChance zu Verstümmeln [decea3]+25%[-]"
skillFortitudeSurvivalName,"Überleben"
skillFortitudeRecoveryName,"Erholung"
perkBoomstick1,"Schrotflinten haben [decea3]5%[-] mehr Schaden, höhere Feuerrate und schnellere Nachladegeschwindigkeit."
perkBoomstick2,"Schrotflinten haben [decea3]10%[-] mehr Schaden, höhere Feuerrate und schnellere Nachladegeschwindigkeit. Betäubt Gegner für [decea3]4[-] Sekunden"
perkBoomstick3,"Schrotflinten haben [decea3]15%[-] mehr Schaden, höhere Feuerrate und schnellere Nachladegeschwindigkeit. Betäubt Feinde für [decea3]6[-] Sekunden"
perkBoomstick4,"Schrotflinten haben [decea3]20%[-] mehr Schaden, höhere Feuerrate und schnellere Nachladegeschwindigkeit. Betäubt Feinde für [decea3]8[-] Sekunden"
perkBoomstick5,"Schrotflinten haben [decea3]25%[-] mehr Schaden, höhere Feuerrate und schnellere Nachladegeschwindigkeit. Betäubt Feinde für [decea3]8[-] Sekunden. [decea3]Beinschüsse verkrüppeln Gegner[-]"
perkBrawler1,"Verursacht [decea3]5%[-] mehr Schaden mit Fäusten und Faustwaffen, Schläge gegen den Kopf negieren die Infektionsfähigkeit des Gegners."
perkBrawler2,"Verursacht [decea3]10%[-] mehr Schaden mit Fäusten und Faustwaffen. Kräftige Angriffe haben eine Chance von [decea3]30%[-], Gegner zu betäuben"
perkBrawler3,"Verursache [decea3]15%[-] mehr Schaden mit Fäusten und Faustwaffen. Kräftige Angriffe gegen den Kopf haben eine Chance von [decea3]20%[-], den Gegner niederzuschlagen"
perkBrawler4,"Verursacht [decea3]20%[-] mehr Schaden mit Fäusten und Faustwaffen. Kräftige Angriffe gegen den Kopf haben eine Chance von [decea3]20%[-], den Gegner niederzuschlagen"
perkBrawler5,"Verursache [decea3]25%[-] mehr Schaden mit Fäusten und Faustwaffen. [decea3]20%[-] höhere Chance, Gegner mit Schlägen zu enthaupten"
perkWellInsulated1,"Erhalte [decea3]+5[-] Hitze- und Kältewiderstand, verliere [decea3]15%[-] weniger Nahrung und Wasser bei Kälte oder Überhitzung"
perkWellInsulated2,"Erhalte [decea3]+10[-] Hitze- und Kältewiderstand, verliere [decea3]30%[-] weniger Nahrung und Wasser bei Kälte oder Überhitzung"
perkWellInsulated3,"Erhalte [decea3]+15[-] Hitze- und Kältewiderstand, immun gegen schwere Temperatureffekte"
perkPainTolerance1,"Verringere den HP-Verlust um [decea3]4%[-] und erhalte [decea3]10%[-] Betäubungs-Widerstand"
perkPainTolerance2,"Verringert den HP-Verlust um [Decea3]8%[-] und erhalte [decea3]20%[-] Betäubungs-Widerstand"
perkPainTolerance3,"Verringert den HP-Verlust um [decea3]12%[-] und erhalte [decea3]30%[-] Betäubungs-Widerstand"
perkPainTolerance4,"Verringert den HP-Verlust um [decea3]16%[-] und erhalte [decea3]40%[-] Betäubungs-Widerstand"
perkPainTolerance5,"Verringert den HP-Verlust um [decea3]20%[-] und erhalte [decea3]50%[-] Betäubungs-Widerstand"
perkPhysicianName,"Feldsanitäter"
perkPhysician1,"Medizinische Heilgegenstände stellen im Laufe der Zeit [decea3]10%[-] mehr HP wieder her und geben [decea3]40%[-] mehr XP, wenn sie benutzt werden"
perkPhysician2,"Medizinische Heilgegenstände stellen im Laufe der Zeit [decea3]20%[-] mehr HP wieder her und geben [decea3]60%[-] mehr XP, wenn sie benutzt werden"
perkPhysician3,"Medizinische Heilgegenstände stellen im Laufe der Zeit [decea3]30%[-] mehr HP wieder her und geben [decea3]80%[-] mehr XP, wenn sie benutzt werden"
perkPhysician4,"Medizinische Heilgegenstände stellen im Laufe der Zeit [decea3]50%[-] mehr HP wieder her und geben [decea3]100%[-] mehr XP, wenn sie benutzt werden"
actionPerkShotguns,"Schrotflinten"
actionPerkShotgunsDesc,"Verbessert [decea3]Schrotflinte[-] Feuerrate, Nachladegeschwindigkeit, Schaden und Zielgenauigkeit um bis zu [decea3]25%[-]. Benutze Schrotflinten, um diese Fertigkeit zu verbessern."
actionPerkShotgunsEffect,"Verbessert [decea3]Schrotflinte[-] Feuerrate, Nachladegeschwindigkeit, Schaden und Zielgenauigkeit \num [decea3]0,25%[-]."
actionPerkShotgunsLevelUp,"Deine Fertigkeit [decea3]Schrotflinten[-] hat sich verbessert!"
actionPerkShotguns1,"Schaden, Feuerrate, Verstümmelung [decea3]+5%[-]\nKopfschuss-Schaden [decea3]+10%[-]\nNachladegeschwindigkeit [decea3]+2%[-]"
actionPerkShotguns2,"Schaden, Feuerrate, Verstümmelung [decea3]+10%[-]\nKopfschuss-Schaden [decea3]+20%[-]\nNachladegeschwindigkeit [decea3]+4%[-]"
actionPerkShotguns3,"Schaden, Feuerrate, Verstümmelung [decea3]+15%[-]\nKopfschuss-Schaden [decea3]+30%[-]\nNachladegeschwindigkeit [decea3]+6%[-]"
actionPerkShotguns4,"Schaden, Feuerrate, Verstümmelung [decea3]+20%[-]\nKopfschuss-Schaden [decea3]+40%[-]\nNachladegeschwindigkeit [decea3]+8%[-]"
actionPerkShotguns5,"Schaden, Feuerrate, Verstümmelung [decea3]+25%[-]\nKopfschuss-Schaden [decea3]+50%[-]\nNachladegeschwindigkeit [decea3]+10%[-]"
actionPerkBrawler,"Schläger"
actionPerkBrawlerLevelUp,"Deine Fertigkeit [decea3]Schläger[-] hat sich verbessert!"
actionPerkBrawler1,"Schaden, Verstümmelung [decea3]+5%[-]\nKopfschuss-Schaden [decea3]+10%[-]"
actionPerkBrawler2,"Schaden, Verstümmelung [decea3]+10%[-]\nKopfschuss-Schaden [decea3]+20%[-]"
actionPerkBrawler3,"Schaden, Verstümmelung [decea3]+15%[-]\nKopfschuss-Schaden [decea3]+30%[-]"
actionPerkBrawler4,"Schaden, Verstümmelung [decea3]+20%[-]\nKopfschuss-Schaden [decea3]+40%[-]"
actionPerkBrawler5,"Schaden, Verstümmelung [decea3]+25%[-]\nKopfschuss-Schaden [decea3]+50%[-]"
actionPerkResistHeat,"Hitze-Widerstand"
actionPerkResistHeatLevelUp,"Deine Fertigkeit [decea3]Hitze-Widerstand[-] hat sich verbessert!"
actionPerkResistHeat1,"Hitze-Widerstand [decea3]+5[-]"
actionPerkResistHeat2,"Hitze-Widerstand [decea3]+10[-]"
actionPerkResistHeat3,"Hitze-Widerstand [decea3]+15[-]"
actionPerkResistHeat4,"Hitze-Widerstand [decea3]+20[-]"
actionPerkResistHeat5,"Hitze-Widerstand [decea3]+25[-]"
actionPerkResistCold,"Kälte-Widerstand"
actionPerkResistColdLevelUp,"Deine Fertigkeit [decea3]Kälte-Widerstand[-] hat sich verbessert!"
actionPerkResistCold1,"Kälte-Widerstand [decea3]+5[-]"
actionPerkResistCold2,"Kälte-Widerstand [decea3]+10[-]"
actionPerkResistCold3,"Kälte-Widerstand [decea3]+15[-]"
actionPerkResistCold4,"Kälte-Widerstand [decea3]+20[-]"
actionPerkResistCold5,"Kälte-Widerstand [decea3]+25[-]"
actionPerkResistPain,"Schmerz-Resistenz"
actionPerkResistPainLevelUp,"Deine Fertigkeit [decea3]Schmerz-Resistenz[-] hat sich verbessert!"
actionPerkResistPain1,"Lebenspunkteverlust [decea3]-4%[-]\nBetäubungs-Widerstand [decea3]+10%[-]"
actionPerkResistPain2,"Lebenspunkteverlust [decea3]-8%[-]\nBetäubungs-Widerstand [decea3]+20%[-]"
actionPerkResistPain3,"Lebenspunkteverlust [decea3]-12%[-]\nBetäubungs-Widerstand [decea3]+30%[-]"
actionPerkResistPain4,"Lebenspunkteverlust [decea3]-16%[-]\nBetäubungs-Widerstand [decea3]+40%[-]"
actionPerkResistPain5,"Lebenspunktverlust [decea3]-20%[-]\nBetäubungs-Widerstand [decea3]+50%[-]"
actionPerkHealing,"Heilung"
actionPerkHealingDesc,"Erhöht die maximale Gesundheit auf bis zu [decea3]50[-]. Verwende Heilgegenstände oder Drogen, um diese Fertigkeit zu verbessern."
actionPerkHealingEffect,"Erhöht die maximale Gesundheit um [decea3]0,5[-]."
actionPerkHealingLevelUp,"Deine Fertigkeit [decea3]Heilung[-] hat sich verbessert!"
actionPerkHealing1,"Effektivität medizinischer Gegenstände [decea3]+10%[-]"
actionPerkHealing2,"Effektivität medizinischer Gegenstände [decea3]+20%[-]"
actionPerkHealing3,"Effektivität medizinischer Gegenstände [decea3]+30%[-]"
actionPerkHealing4,"Effektivität medizinischer Gegenstände [decea3]+40%[-]"
actionPerkHealing5,"Effektivität medizinischer Gegenstände [decea3]+50%[-]"
attAgilityName,"Beweglichkeit"
attAgilityDesc,"Meistere [decea3]Beweglichkeits[-]-Fertigkeiten schneller, verbessert Kopfschuss-Schaden und Chance zu Verstümmeln für: [decea3]Handfeuerwaffen[-], [decea3]Schwerter[-], [decea3]Messer[-] und [decea3]Äxte[-]"
