Key,polish
attAgilityDesc,"Opanuj umiejętności [decea3]Zręczności[-] szybciej, zwiększ obrażenia w głowę i szansę rozczłonkowanie dla: [decea3]Pistoletów[-], [decea3]Mieczy[-], [decea3]Nozy[-] i [decea3]Toporów[-]"
attAgility01,"PD Umiejętności [decea3]+10%[-]\nObrażenia w głowę [decea3]+5%[-]\nSzansa rozczłonkowania [decea3]+2.5%[-]"
attAgility02,"PD Umiejętności [decea3]+20%[-]\nObrażenia w głowę [decea3]+10%[-]\nSzansa rozczłonkowania [decea3]+5%[-]"
attAgility03,"PD Umiejętności [decea3]+30%[-]\nObrażenia w głowę [decea3]+15%[-]\nSzansa rozczłonkowania [decea3]+7.5%[-]"
attAgility04,"PD Umiejętności [decea3]+40%[-]\nObrażenia w głowę [decea3]+20%[-]\nSzansa rozczłonkowania [decea3]+10%[-]"
attAgility05,"PD Umiejętności [decea3]+50%[-]\nObrażenia w głowę [decea3]+25%[-]\nSzansa rozczłonkowania [decea3]+12.5%[-]"
attAgility06,"PD Umiejętności [decea3]+60%[-]\nObrażenia w głowę [decea3]+30%[-]\nSzansa rozczłonkowania [decea3]+15%[-]"
attAgility07,"PD Umiejętności [decea3]+70%[-]\nObrażenia w głowę [decea3]+35%[-]\nSzansa rozczłonkowania [decea3]+17.5%[-]"
attAgility08,"PD Umiejętności [decea3]+80%[-]\nObrażenia w głowę [decea3]+40%[-]\nSzansa rozczłonkowania [decea3]+20%[-]"
attAgility09,"PD Umiejętności [decea3]+90%[-]\nObrażenia w głowę [decea3]+45%[-]\nSzansa rozczłonkowania [decea3]+22.5%[-]"
attAgility10,"PD Umiejętności [decea3]+100%[-]\nObrażenia w głowę [decea3]+50%[-]\nSzansa rozczłonkowania [decea3]+25%[-]"
perkGunslinger1,"Pistolety zadają o [decea3]5%[-] więcej obrażeń, [decea3]5%[-] szybciej strzelają, i są przeładowywane o[decea3]10%[-] szybciej"
perkGunslinger2,"Pistolety zadają o [decea3]10%[-] więcej obrażeń, [decea3]10%[-] szybciej strzelają, i są przeładowywane o[decea3]15%[-] szybciej"
perkGunslinger3,"Pistolety zadają o [decea3]15%[-] więcej obrażeń, [decea3]15%[-] szybciej strzelają, i są przeładowywane o[decea3]20%[-] szybciej. Obrażenia Krytyczne: [decea3]5[-] sukcesywnych trafień w krótkim czasie powodują Obrażenia Krytyczne"
perkGunslinger4,"Pistolety zadają o [decea3]20%[-] więcej obrażeń, [decea3]20%[-] szybciej strzelają, i są przeładowywane o[decea3]25%[-] szybciej. Obrażenia Krytyczne: [decea3]4[-] sukcesywne trafienia w krótkim czasie powodują że ostatni strzał zada [decea3]100%[-] więcej obrażeń"
perkGunslinger5,"Pistolety zadają o [decea3]25%[-] więcej obrażeń, [decea3]25%[-] szybciej strzelają, i są przeładowywane o[decea3]30%[-] szybciej. Obrażenia Krytyczne: [decea3]3[-] sukcesywne trafienia w krótkim czasie powodują że ostatni strzał zada [decea3]100%[-] więcej obrażeń"
perkDeepCuts1,"Ostrza zadają [decea3]5%[-] więcej obrażeń i powodują do [decea3]3[-] Ran Krwawiących na wrogu, silne ataki powodują [decea3]2[-]. Every attack refreshes bleeding duration. Bleeding enemies run [decea3]10%[-] slower"
perkDeepCuts2,"Ostrza zadają [decea3]10%[-] więcej obrażeń i powodują do [decea3]4[-] Ran Krwawiących na wrogu, silne ataki powodują [decea3]3[-]"
perkDeepCuts3,"Ostrza zadają [decea3]15%[-] więcej obrażeń i powodują do [decea3]5[-] Ran Krwawiących na wrogu, silne ataki powodują [decea3]4[-]. Uderzenia Boczne mają [decea3]40%[-] szans na stworzenie [decea3]1[-] Rany Krwawiącej. Bleeding enemies run [decea3]15%[-] slower"
perkDeepCuts4,"Ostrza zadają [decea3]20%[-] więcej obrażeń i powodują do [decea3]6[-] Ran Krwawiących na wrogu, silne ataki powodują [decea3]4[-]. Uderzenia Boczne mają [decea3]70%[-] szans na stworzenie [decea3]1[-] Rany Krwawiącej"
perkDeepCuts5,"Ostrza zadają [decea3]25%[-] więcej obrażeń i powodują do [decea3]7[-] Ran Krwawiących na wrogu, silne ataki powodują [decea3]5[-]. Wszystkie Uderzenia Boczne tworzą [decea3]1[-] Ranę Krwawiącą. Krwawiący wrogowie poruszają sięs [decea3]20%[-] wolniej"
perkRuleOneCardioName,"Kardio"
perkRuleOneCardio1,"Zyskujesz [decea3]+5[-] do maksymalnej Wytrzymałości\nWytrzymałość odnawia się  [decea3]10%[-] szybciej podczas sprintu"
perkRuleOneCardio2,"Zyskujesz [decea3]+10[-] do maksymalnej Wytrzymałości\nWytrzymałość odnawia się  [decea3]10%[-] szybciej podczas sprintu"
perkRuleOneCardio3,"Zyskujesz [decea3]+15[-] do maksymalnej Wytrzymałości\nWytrzymałość odnawia się  [decea3]20%[-] szybciej podczas sprintu"
perkRuleOneCardio4,"Zyskujesz [decea3]+20[-] do maksymalnej Wytrzymałości\nWytrzymałość odnawia się  [decea3]20%[-] szybciej podczas sprintu"
perkRuleOneCardio5,"Zyskujesz [decea3]+25[-] do maksymalnej Wytrzymałości\nWytrzymałość odnawia się  [decea3]30%[-] szybciej podczas sprintu"
perkFromTheShadowsName,"Skryty Lis"
perkFromTheShadows1,"Ukrywaj się w cieniach [decea3]13%[-] lepiej, twoje ruchy są  [decea3]10%[-] cichsze, skradaj się [decea3]10%[-] szybciej. Wrogowie porzucą poszukiwania za tobą po [decea3]50[-] sekundach"
perkFromTheShadows2,"Ukrywaj się w cieniach [decea3]26%[-] lepiej, twoje ruchy są  [decea3]20%[-] cichsze, skradaj się [decea3]20%[-] szybciej. Wrogowie porzucą poszukiwania za tobą po [decea3]40[-] sekundach"
perkFromTheShadows3,"Ukrywaj się w cieniach [decea3]39%[-] lepiej, twoje ruchy są  [decea3]30%[-] cichsze, skradaj się [decea3]30%[-] szybciej. Wrogowie porzucą poszukiwania za tobą po [decea3]30[-] sekundach"
perkFromTheShadows4,"Ukrywaj się w cieniach [decea3]52%[-] lepiej, twoje ruchy są  [decea3]40%[-] cichsze, skradaj się [decea3]40%[-] szybciej. Wrogowie porzucą poszukiwania za tobą po [decea3]25[-] sekundach"
perkFromTheShadows5,"Ukrywaj się w cieniach [decea3]65%[-] lepiej, twoje ruchy są  [decea3]50%[-] cichsze, skradaj się [decea3]50%[-] szybciej. Wrogowie porzucą poszukiwania za tobą po [decea3]20[-] sekundach"
perkHiddenStrike1,"Ataki z ukrycia zadają o [decea3]50%[-] więcej obrażeń"
perkHiddenStrike2,"Ataki z ukrycia zadają o [decea3]100%[-] więcej obrażeń"
perkHiddenStrike3,"Ataki z ukrycia zadają o [decea3]150%[-] więcej obrażeń"
perkHiddenStrike4,"Ataki z ukrycia zadają o [decea3]200%[-] więcej obrażeń"
perkHiddenStrike5,"Ataki z ukrycia zadają o [decea3]250%[-] więcej obrażeń"
actionPerkHandguns,"Pistolety"
actionPerkHandgunsDesc,"Zwiększa [decea3]Pistoletom[-] szybkostrzelność, prędkość przeładowania, obrażenia i celność do [decea3]25%[-]. Używaj pistoletów by zwiększyć tą umiejętność."
actionPerkHandgunsEffect,"Zwiększa [decea3]Pistoletom[-] szybkostrzelność, prędkość przeładowania, obrażenia i celność do \nby [decea3]0.25%[-]."
actionPerkHandguns1,"Obrażenia, Celność, Rozczłonkowanie [decea3]+5%[-]\nObrażenia w głowę [decea3]+10%[-]\nSzybkość Przeładowania [decea3]+2%[-]"
actionPerkHandguns2,"Obrażenia, Celność, Rozczłonkowanie [decea3]+10%[-]\nObrażenia w głowę [decea3]+20%[-]\nSzybkość Przeładowania [decea3]+4%[-]"
actionPerkHandguns3,"Obrażenia, Celność, Rozczłonkowanie [decea3]+15%[-]\nObrażenia w głowę [decea3]+30%[-]\nSzybkość Przeładowania [decea3]+6%[-]"
actionPerkHandguns4,"Obrażenia, Celność, Rozczłonkowanie [decea3]+20%[-]\nObrażenia w głowę [decea3]+40%[-]\nSzybkość Przeładowania [decea3]+8%[-]"
actionPerkHandguns5,"Obrażenia, Celność, Rozczłonkowanie [decea3]+25%[-]\nObrażenia w głowę [decea3]+50%[-]\nSzybkość Przeładowania [decea3]+10%[-]"
actionPerkBlades,"Noże i Miecze"
actionPerkBladesDesc,"Zwiększa obrażenia od ostrza, prędkość ataków i szansę rozczłonkowania do [decea3]25%[-] usprawnia uzyskiwanie mięsa do [decea3]40%[-]. Używaj broni ostrej by usprawnić tą umiejętność."
actionPerkBladesEffect,"Zwiększa obrażenia od ostrza, prędkość ataków i szansę rozczłonkowania o [decea3]0.25%[-]. Usprawnia uzyskiwanie mięsa o [decea3]0.4%[-]."
actionPerkBlades1,"Obrażenia, Rozczłonkowanie [decea3]+5%[-]\nObrażenia w głowę [decea3]+10%[-]"
actionPerkBlades2,"Obrażenia, Rozczłonkowanie [decea3]+10%[-]\nObrażenia w głowę [decea3]+20%[-]"
actionPerkBlades3,"Obrażenia, Rozczłonkowanie [decea3]+15%[-]\nObrażenia w głowę [decea3]+30%[-]"
actionPerkBlades4,"Obrażenia, Rozczłonkowanie [decea3]+20%[-]\nObrażenia w głowę [decea3]+40%[-]"
actionPerkBlades5,"Obrażenia, Rozczłonkowanie [decea3]+25%[-]\nObrażenia w głowę [decea3]+50%[-]"
actionPerkAthletics,"Atletyka"
actionPerkAthleticsDesc,"Zwiększa twoją regenerację wytrzymałości podczas biegania i maksymalną wytrzymałość do [decea3]20%[-]. Biegaj, skacz i pływaj by usprawnić tą umiejętność."
actionPerkAthleticsEffect,"Zwiększa twoją regenerację wytrzymałości podczas biegania i maksymalną wytrzymałość o [decea3]0.2%[-]."
actionPerkAthletics1,"Maksymalna Wytrzymałość [decea3]+5%[-]\nOdnawianie Wytrzymałości podczas sprintu [decea3]+5%[-]"
actionPerkAthletics2,"Maksymalna Wytrzymałość [decea3]+10%[-]\nOdnawianie Wytrzymałości podczas sprintu [decea3]10%[-]"
actionPerkAthletics3,"Maksymalna Wytrzymałość [decea3]+15%[-]\nOdnawianie Wytrzymałości podczas sprintu [decea3]15%[-]"
actionPerkAthletics4,"Maksymalna Wytrzymałość [decea3]+20%[-]\nOdnawianie Wytrzymałości podczas sprintu [decea3]20%[-]"
actionPerkAthletics5,"Maksymalna Wytrzymałość [decea3]+25%[-]\nOdnawianie Wytrzymałości podczas sprintu [decea3]25%[-]"
actionPerkSneaking,"Skradanie"
actionPerkSneakingDesc,"Zwiększa prędkość skradania i zmniejsza hałas do [decea3]25%[-]. Poruszaj się na kucaka by usprawnić tą umiejętność."
actionPerkSneakingEffect,"Zwiększa prędkość skradania i zmniejsza hałas o [decea3]0.25%[-]."
actionPerkSneaking1,"Prędkość skradania [decea3]+5%[-]\nWykrycie i hałas [decea3]-5%[-]"
actionPerkSneaking2,"Prędkość skradania [decea3]+10%[-]\nWykrycie i hałas [decea3]-10%[-]"
actionPerkSneaking3,"Prędkość skradania [decea3]+15%[-]\nWykrycie i hałas [decea3]-15%[-]"
actionPerkSneaking4,"Prędkość skradania [decea3]+20%[-]\nWykrycie i hałas [decea3]-20%[-]"
actionPerkSneaking5,"Prędkość skradania [decea3]+25%[-]\nWykrycie i hałas [decea3]-25%[-]"
actionPerkAssasin,"Zabójca"
actionPerkAssasin1,"Ataki z ukrycia zadają o [decea3]20%[-] więcej obrażeń"
actionPerkAssasin2,"Ataki z ukrycia zadają o [decea3]40%[-] więcej obrażeń"
actionPerkAssasin3,"Ataki z ukrycia zadają o [decea3]60%[-] więcej obrażeń"
actionPerkAssasin4,"Ataki z ukrycia zadają o [decea3]80%[-] więcej obrażeń"
actionPerkAssasin5,"Ataki z ukrycia zadają o [decea3]100%[-] więcej obrażeń"
actionPerkSubmachineGuns,"Pistolety Maszynowe"
actionPerkSubmachineGunsDesc,"Usprawnia [decea3]Pistoletom Maszynowym[-] szybkostrzelność, prędkość przeładowania, obrażenia i celność do [decea3]25%[-]. Używaj pistoletów maszynowych by usprawnić tą umiejętność."
actionPerkSubmachineGunsEffect,"Usprawnia [decea3]Pistoletom Maszynowym[-] szybkostrzelność, prędkość przeładowania, obrażenia i celność o \nby [decea3]0.25%[-]."
actionPerkSubmachineGuns1,"Obrażenia, Celność, Rozczłonkowanie [decea3]+5%[-]\nObrażenia w głowę [decea3]+10%[-]\nSzybkość Przeładowania [decea3]+2%[-]\n[decea3]Odblokowywuje możliwość wytwarzania ammunicji grzybkującej 10mm[-]"
actionPerkSubmachineGuns2,"Obrażenia, Celność, Rozczłonkowanie [decea3]+10%[-]\nObrażenia w głowę [decea3]+20%[-]\nSzybkość Przeładowania [decea3]+4%[-]\n[decea3]Odblokowywuje możliwość wytwarzania ammunicji przeciwpancernej 10mm[-]"
actionPerkSubmachineGuns3,"Obrażenia, Celność, Rozczłonkowanie [decea3]+15%[-]\nObrażenia w głowę [decea3]+30%[-]\nSzybkość Przeładowania [decea3]+6%[-]"
actionPerkSubmachineGuns4,"Obrażenia, Celność, Rozczłonkowanie [decea3]+20%[-]\nObrażenia w głowę [decea3]+40%[-]\nSzybkość Przeładowania [decea3]+8%[-]"
actionPerkSubmachineGuns5,"Obrażenia, Celność, Rozczłonkowanie [decea3]+25%[-]\nObrażenia w głowę [decea3]+50%[-]\nSzybkość Przeładowania [decea3]+10%[-]"
perkPistolPeteTakeAimDesc,"Broń kalibru 9mm ma [decea3]20%[-] większy zasięg podczas celowania"
perkPistolPeteTakeAimLongDesc,"Broń kalibru 9mm ma [decea3]20%[-] większy zasięg podczas celowania"
perkPistolPeteSwissKneesDesc,"Sukcesywne trafienia w nogi mają o [decea3]10%[-] na okaleczenie wroga"
perkPistolPeteSwissKneesLongDesc,"Sukcesywne trafienia w nogi mają o [decea3]10%[-] na okaleczenie wroga"
perkPistolPeteSteadyHandDesc,"Szybkie oddawanie strzałów z broni 9mm jest celniejsze"
perkPistolPeteSteadyHandLongDesc,"Szybkie oddawanie strzałów z broni 9mm jest celniejsze"
perkPistolPeteMaintenanceDesc,"Broń 9mm niszczy się [decea3]20%[-] wolniej"
perkPistolPeteMaintenanceLongDesc,"Broń 9mm niszczy się [decea3]20%[-] wolniej"
perkPistolPeteHPAmmoDesc,"Możesz wytwarzać amunicję grzybkującą 9mm"
perkPistolPeteHPAmmoLongDesc,"Możesz wytwarzać amunicję grzybkującą 9mm"
perkPistolPeteAPAmmoDesc,"Możesz wytwarzać amunicję przeciwpancerną 9mm"
perkPistolPeteAPAmmoLongDesc,"Możesz wytwarzać amunicję przeciwpancerną 9mm"
perkPistolPeteDamageDesc,"Broń 9mm zadaje [decea3]10%[-] więcej obrażeń"
perkPistolPeteDamageLongDesc,"Broń 9mm zadaje [decea3]10%[-] więcej obrażeń"
perkPistolPeteCompleteDesc,"Broń 9mm ignoruje [decea3]20%[-] pancerza na bliskim dystansie i zadaje Rany Krwawiące"
perkPistolPeteCompleteLongDesc,"Broń 9mm ignoruje [decea3]20%[-] pancerza na bliskim dystansie i zadaje Rany Krwawiące"
attIntellectName,"Intelekt"
attIntellectDesc,"Opanuj umiejętności [decea3]Intelektu[-] szybciej, zwiększ obrażenia w głowę i szansę rozczłonkowanie dla: [decea3]PM'ów[-], [decea3]Ładunków Wybuchowych[-], [decea3]Przenośnych Wieżyczek[-] i [decea3]Pałek Elektrycznych[-]"
attIntellect01,"PD Umiejętności [decea3]+10%[-]\nObrażenia w głowę [decea3]+5%[-]\nSzansa rozczłonkowania [decea3]+2.5%[-]"
attIntellect02,"PD Umiejętności [decea3]+20%[-]\nObrażenia w głowę [decea3]+10%[-]\nSzansa rozczłonkowania [decea3]+5%[-]"
attIntellect03,"PD Umiejętności [decea3]+30%[-]\nObrażenia w głowę [decea3]+15%[-]\nSzansa rozczłonkowania [decea3]+7.5%[-]"
attIntellect04,"PD Umiejętności [decea3]+40%[-]\nObrażenia w głowę [decea3]+20%[-]\nSzansa rozczłonkowania [decea3]+10%[-]"
attIntellect05,"PD Umiejętności [decea3]+50%[-]\nObrażenia w głowę [decea3]+25%[-]\nSzansa rozczłonkowania [decea3]+12.5%[-]"
attIntellect06,"PD Umiejętności [decea3]+60%[-]\nObrażenia w głowę [decea3]+30%[-]\nSzansa rozczłonkowania [decea3]+15%[-]"
attIntellect07,"PD Umiejętności [decea3]+70%[-]\nObrażenia w głowę [decea3]+35%[-]\nSzansa rozczłonkowania [decea3]+17.5%[-]"
attIntellect08,"PD Umiejętności [decea3]+80%[-]\nObrażenia w głowę [decea3]+40%[-]\nSzansa rozczłonkowania [decea3]+20%[-]"
attIntellect09,"PD Umiejętności [decea3]+90%[-]\nObrażenia w głowę [decea3]+45%[-]\nSzansa rozczłonkowania [decea3]+22.5%[-]"
attIntellect10,"PD Umiejętności [decea3]+100%[-]\nObrażenia w głowę [decea3]+50%[-]\nSzansa rozczłonkowania [decea3]+25%[-]"
ulmPerkSubmachineGunsName,"Pistolety Maszynowe"
ulmPerkSubmachineGunsDesc,"Zostań mistrzem korzystania z pistoletów maszynowych."
ulmPerkSubmachineGuns1,"Pistolety maszynowe zadają [decea3]5%[-] więcej obrażeń, [decea3]5%[-] szybciej strzelają, i są przeładowywane o[decea3]10%[-] szybciej"
ulmPerkSubmachineGuns2,"Pistolety maszynowe zadają [decea3]10%[-] więcej obrażeń, [decea3]10%[-] szybciej strzelają, i są przeładowywane o[decea3]15%[-] szybciej"
ulmPerkSubmachineGuns3,"Pistolety maszynowe zadają [decea3]15%[-] więcej obrażeń, [decea3]15%[-] szybciej strzelają, i są przeładowywane o[decea3]20%[-] szybciej."
ulmPerkSubmachineGuns4,"Pistolety maszynowe zadają [decea3]20%[-] więcej obrażeń, [decea3]20%[-] szybciej strzelają, i są przeładowywane o[decea3]25%[-] szybciej."
ulmPerkSubmachineGuns5,"Pistolety maszynowe zadają [decea3]25%[-] więcej obrażeń, [decea3]25%[-] szybciej strzelają, i są przeładowywane o[decea3]30%[-] szybciej."
perkDemolitionsExpert1,"Wyrzutnie Rakiet i Ładunki Wybuchowe zadają [decea3]10%[-] więcej obrażeń, have [decea3]10%[-] better aim, [decea3]10%[-] greater dismemberment chance and are reload [decea3]5%[-] faster"
perkDemolitionsExpert2,"Wyrzutnie Rakiet i Ładunki Wybuchowe zadają [decea3]20%[-] więcej obrażeń, have [decea3]20%[-] better aim, [decea3]20%[-] greater dismemberment chance and are reload [decea3]10%[-] faster"
perkDemolitionsExpert3,"Wyrzutnie Rakiet i Ładunki Wybuchowe zadają [decea3]30%[-] więcej obrażeń, have [decea3]30%[-] better aim, [decea3]30%[-] greater dismemberment chance and are reload [decea3]15%[-] faster"
perkDemolitionsExpert4,"Wyrzutnie Rakiet i Ładunki Wybuchowe zadają [decea3]40%[-] więcej obrażeń, have [decea3]40%[-] better aim, [decea3]40%[-] greater dismemberment chance and are reload [decea3]20%[-] faster"
perkDemolitionsExpert5,"Wyrzutnie Rakiet i Ładunki Wybuchowe zadają [decea3]50%[-] więcej obrażeń, have [decea3]50%[-] better aim, [decea3]50%[-] greater dismemberment chance and are reload [decea3]25%[-] faster"
perkElectrocutioner,"Pałki Elektryczne"
perkElectrocutioner1,"Pałki Elektryczne zadają [decea3]10%[-] więcej obrażeń i obezwładniają na [decea3]20%[-] dłużej"
perkElectrocutioner2,"Pałki Elektryczne zadają [decea3]20%[-] więcej obrażeń i obezwładniają na [decea3]40%[-] dłużej"
perkElectrocutioner3,"Pałki Elektryczne zadają [decea3]30%[-] więcej obrażeń i obezwładniają na [decea3]60%[-] dłużej"
perkElectrocutioner4,"Pałki Elektryczne zadają [decea3]40%[-] więcej obrażeń i obezwładniają na [decea3]80%[-] dłużej"
perkElectrocutioner5,"Pałki Elektryczne zadają [decea3]50%[-] więcej obrażeń i obezwładniają na [decea3]100%[-] dłużej"
perkTurrets1,"Przenośne wieżyczki zadają [decea3]10%[-] więcej obrażeń, strzelają [decea3]30%[-] szybciej. Ich pojemność jest więsza o [decea3]10[-] naboi. Zasięg ich aktywności jest zwiększony z [decea3]10[-] do [decea3]14[-] metrów. Możesz położyć wiele wieżyczek, lecz tylko najbliższa jest aktywna.\nZyskujesz [decea3]5%[-] PD więcej z zabić pułapkami elektrycznymi."
perkTurrets2,"Przenośne wieżyczki zadają [decea3]20%[-] więcej obrażeń, strzelają [decea3]60%[-] szybciej. Ich pojemność jest więsza o [decea3]20[-] naboi. Zasięg ich aktywności wynosi[decea3]15[-] metrów.\nZyskujesz [decea3]10%[-] PD więcej z zabić pułapkami elektrycznymi."
perkTurrets3,"Przenośne wieżyczki zadają [decea3]30%[-] więcej obrażeń, strzelają [decea3]90%[-] szybciej. Ich pojemność jest więsza o [decea3]30[-] naboi. Zasięg ich aktywności wynosi[decea3]16[-] metrów.\nZyskujesz [decea3]15%[-] PD więcej z zabić pułapkami elektrycznymi."
perkTurrets4,"Przenośne wieżyczki zadają [decea3]40%[-] więcej obrażeń, strzelają [decea3]120%[-] szybciej. Ich pojemność jest więsza o [decea3]40[-] naboi. Portable turrets reload [decea3]10%[-] faster. Zasięg ich aktywności wynosi[decea3]17[-] metrów.\nZyskujesz [decea3]20%[-] PD więcej z zabić pułapkami elektrycznymi."
perkTurrets5,"Portable turrets reload [decea3]20%[-] faster. Ich pojemność jest więsza o [decea3]50[-] naboi. Zasięg ich aktywności wynosi[decea3]18[-] metrów. [decea3]Dwie[-] wieżyczki mogą być jednoczyśnie aktywne.\nZyskujesz [decea3]25%[-] PD więcej z zabić pułapkami elektrycznymi."
perkBetterBarter1,"Lepsze ceny kupna/sprzedaży o [decea3]4%[-]"
perkBetterBarter2,"Lepsze ceny kupna/sprzedaży o [decea3]8%[-]"
perkBetterBarter3,"Lepsze ceny kupna/sprzedaży o [decea3]12%[-]\nTowar Spod Lady [decea3]+1[-]"
perkBetterBarter4,"Lepsze ceny kupna/sprzedaży o [decea3]16%[-]\nTowar Spod Lady [decea3]+2[-]"
perkBetterBarter5,"Lepsze ceny kupna/sprzedaży o [decea3]20%[-]\nTowar Spod Lady [decea3]+3[-]"
perkDaringAdventurer1,"Zyskuj [decea3]+5%[-] więcej djuków za ukończenie misji. Dodatkowa oferta nagrody do wyboru"
perkDaringAdventurer2,"Get [decea3]+10%[-] więcej djuków za ukończenie misji"
perkDaringAdventurer3,"Get [decea3]+15%[-] więcej djuków za ukończenie misji. Dodatkowa oferta nagrody do wyboru"
perkDaringAdventurer4,"Get [decea3]+20%[-] więcej djuków za ukończenie misji. Additional mission reward"
perkSalvageOperations1,"Salvage tools like wrenches, ratchets and impact drivers deal [decea3]10%[-] więcej obrażeń and can retrieve [decea3]10%[-] more resources"
