Key,schinese
actionPerkShotgunsEffect,将 [decea3] 霰弹枪 [-] 的射速、装填速度、伤害和瞄准 \n 提高 [decea3]0.25%[-]。
actionPerkShotgunsLevelUp,你的[decea3] 霰弹枪 [-]技能提高了!
actionPerkShotguns1,伤害，射速，肢解[decea3] +5％[-] \n爆头伤害[decea3] +10％[-] \n装弹速度[decea3] +2％[-]
actionPerkShotguns2,伤害，射速，肢解[decea3] +10％[-] \n爆头伤害[decea3] +20％[-] \n装弹速度[decea3] +4％[-]
actionPerkShotguns3,伤害，射速，肢解[decea3] +15％[-] \n爆头伤害[decea3] +30％[-] \n装弹速度[decea3] +6％[-]
actionPerkShotguns4,伤害，射速，肢解[decea3] +20％[-] \n爆头伤害[decea3] +40％[-] \n装弹速度[decea3] +8％[-]
actionPerkShotguns5,伤害，射速，肢解[decea3] +25％[-] \n爆头伤害[decea3] +50％[-] \n装弹速度[decea3] +10％[-]
actionPerkBrawler,格斗家
actionPerkBrawlerLevelUp,你的[decea3] 格斗家 [-]技能提高了!
actionPerkBrawler1,伤害，肢解[decea3] +5％[-] \n爆头伤害[decea3] +10％[-]
actionPerkBrawler2,伤害，肢解[decea3] +10％[-] \n爆头伤害[decea3] +20％[-]
actionPerkBrawler3,伤害，肢解[decea3] +15％[-] \n爆头伤害[decea3] +30％[-]
actionPerkBrawler4,伤害，肢解[decea3] +20％[-] \n爆头伤害[decea3] +40％[-]
actionPerkBrawler5,伤害，肢解[decea3] +25％[-] \n爆头伤害[decea3] +50％[-]
actionPerkResistHeat,耐热性
actionPerkResistHeatLevelUp,你的[decea3]耐热性[-]技能提高了!
actionPerkResistHeat1,耐热性[decea3] +5 [-]
actionPerkResistHeat2,耐热性[decea3] +10 [-]
actionPerkResistHeat3,耐热性[decea3] +15 [-]
actionPerkResistHeat4,耐热性[decea3] +20 [-]
actionPerkResistHeat5,耐热性[decea3] +25 [-]
actionPerkResistCold,耐寒性
actionPerkResistColdLevelUp,你的[decea3]耐寒性[-]技能提高了!
actionPerkResistCold1,耐寒性[decea3] +5 [-]
actionPerkResistCold2,耐寒性[decea3] +10 [-]
actionPerkResistCold3,耐寒性[decea3] +15 [-]
actionPerkResistCold4,耐寒性[decea3] +20 [-]
actionPerkResistCold5,耐寒性[decea3] +25 [-]
actionPerkResistPain,耐痛性
actionPerkResistPainLevelUp,你的[decea3]耐痛性[-]技能提高了!
actionPerkResistPain1,生命损失[decea3] -4％[-] \n眩晕抗性[decea3] +10％[-]
actionPerkResistPain2,生命损失[decea3] -8％[-] \n眩晕抗性[decea3] +20％[-]
actionPerkResistPain3,生命损失[decea3] -12％[-] \n眩晕抗性[decea3] +30％[-]
actionPerkResistPain4,生命损失[decea3] -16％[-] \n眩晕抗性[decea3] +40％[-]
actionPerkResistPain5,生命损失[decea3] -20％[-] \n眩晕抗性[decea3] +50％[-]
actionPerkHealing,治疗
actionPerkHealingDesc,将最大生命值提高到 [decea3]50[-]。使用治疗物品或药物来提高此技能。
actionPerkHealingEffect,将最大生命值提高 [decea3]0.5[-]。
actionPerkHealingLevelUp,你的[decea3]治疗[-]技能提高了!
actionPerkHealing1,医疗用品效果[decea3] +10％[-]
actionPerkHealing2,医疗用品效果[decea3] +20％[-]
actionPerkHealing3,医疗用品效果[decea3] +30％[-]
actionPerkHealing4,医疗用品效果[decea3] +40％[-]
actionPerkHealing5,医疗用品效果[decea3] +50％[-]
attAgilityName,敏捷
attAgilityDesc,更快地掌握[decea3]敏捷[-]技能，提高爆头伤害和肢解几率：[decea3]手枪[-]，[decea3]剑[-]，[decea3]刀[-]和[decea3]斧[-]
attAgility01,技能经验值[decea3] +10％[-] \n爆头伤害[decea3] +5％[-] \n肢解几率[decea3] +2.5％[-]
attAgility02,技能经验值[decea3] +20％[-] \n爆头伤害[decea3] +10％[-] \n肢解几率[decea3] +5％[-]
attAgility03,技能经验值[decea3] +30％[-] \n爆头伤害[decea3] +15％[-] \n肢解几率[decea3] +7.5％[-]
attAgility04,技能经验值[decea3] +40％[-] \n爆头伤害[decea3] +20％[-] \n肢解几率[decea3] +10％[-]
attAgility05,技能经验值[decea3] +50％[-] \n爆头伤害[decea3] +25％[-] \n肢解几率[decea3] +12.5％[-]
attAgility06,技能经验值[decea3] +60％[-] \n爆头伤害[decea3] +30％[-] \n肢解几率[decea3] +15％[-]
attAgility07,技能经验值[decea3] +70％[-] \n爆头伤害[decea3] +35％[-] \n肢解几率[decea3] +17.5％[-]
attAgility08,技能经验值[decea3] +80％[-] \n爆头伤害[decea3] +40％[-] \n肢解几率[decea3] +20％[-]
attAgility09,技能经验值[decea3] +90％[-] \n爆头伤害[decea3] +45％[-] \n肢解几率[decea3] +22.5％[-]
attAgility10,技能经验值[decea3] +100％[-] \n爆头伤害[decea3] +50％[-] \n肢解几率[decea3] +25％[-]
perkGunslinger1,手枪造成的伤害提高[decea3] 5％[-]，射速提高[decea3] 5％[-]，装弹速度提高[decea3] 10％[-]
perkGunslinger2,手枪造成的伤害提高[decea3] 10％[-]，射速提高[decea3] 10％[-]，装弹速度提高[decea3] 15％[-]
perkGunslinger3,手枪造成的伤害提高[decea3] 15％[-]，射速提高[decea3] 15％[-]，装弹速度提高[decea3] 20％[-]。致命伤害：短时间内连续命中[decea3] 5 [-]次会造成致命伤害
perkGunslinger4,手枪造成的伤害提高[decea3] 20％[-]，射速提高[decea3] 20％[-]，装弹速度提高[decea3] 25％[-]。致命伤害：短时间内连续命中[decea3] 4 [-]次会导致最后一枪造成[decea3]100％[-]额外伤害
perkGunslinger5,手枪造成的伤害提高[decea3] 25％[-]，射速提高[decea3] 25％[-]，装弹速度提高[decea3] 30％[-]。致命伤害：短时间内连续命中[decea3] 3 [-]次会导致最后一枪造成[decea3]100％[-]额外伤害
perkDeepCuts1,剑刃造成的伤害增加[decea3] 5％[-]，并且能对一个敌人造成最多[decea3] 3 [-]处流血创伤，强力攻击能造成[decea3] 2 [-]处伤口。每次攻击都会刷新流血持续时间。流血的敌人奔跑速度减慢[decea3] 10％[-]
perkDeepCuts2,剑刃造成的伤害增加[decea3] 10％[-]，并且能对一个敌人造成最多[decea3] 4 [-]处流血创伤，强力攻击能造成[decea3] 3 [-]处伤口。
perkDeepCuts3,剑刃造成的伤害增加[decea3] 15％[-]，并且能对一个敌人造成最多[decea3] 5 [-]处流血创伤，强力攻击能造成[decea3] 4 [-]处伤口。侧击时有[decea3] 40％[-]几率造成[decea3] 1 [-]处流血创伤。流血的敌人奔跑速度减慢[decea3] 15％[-]
perkDeepCuts4,剑刃造成的伤害增加[decea3] 20％[-]，并且能对一个敌人造成最多[decea3] 6 [-]处流血创伤，强力攻击能造成[decea3] 4 [-]处伤口。侧击时有[decea3] 70％[-]几率造成[decea3] 1 [-]处流血创伤。
perkDeepCuts5,剑刃造成的伤害增加[decea3] 25％[-]，并且能对一个敌人造成最多[decea3] 7 [-]处流血创伤，强力攻击能造成[decea3] 5 [-]处伤口。侧击时造成[decea3] 1 [-]处流血创伤。流血的敌人奔跑速度减慢[decea3] 20％[-]
perkRuleOneCardioName,有氧运动
perkRuleOneCardio1,你的最大体力增加[decea3]+5[-]\n冲刺时，体力的再生速度提高[decea3] 10％[-]
perkRuleOneCardio2,你的最大体力增加[decea3]+10[-]\n冲刺时，体力的再生速度提高[decea3] 10％[-]
perkRuleOneCardio3,你的最大体力增加[decea3]+15[-]\n冲刺时，体力的再生速度提高[decea3] 20％[-]
perkRuleOneCardio4,你的最大体力增加[decea3]+20[-]\n冲刺时，体力的再生速度提高[decea3] 20％[-]
perkRuleOneCardio5,你的最大体力增加[decea3]+25[-]\n冲刺时，体力的再生速度提高[decea3] 30％[-]
perkFromTheShadowsName,暗影狐狸
perkFromTheShadows1,躲在阴影里的效率提高[decea3] 13％[-]，行动噪音降低了[decea3] 10％[-]，潜行移动速度提高[decea3] 10％[-]。敌人搜索你的时间最长可达[decea3] 50 [-]秒
perkFromTheShadows2,躲在阴影里的效率提高[decea3] 26％[-]，行动噪音降低了[decea3] 20％[-]，潜行移动速度提高[decea3] 20％[-]。敌人搜索你的时间最长可达[decea3] 40 [-]秒
perkFromTheShadows3,躲在阴影里的效率提高[decea3] 39％[-]，行动噪音降低了[decea3] 30％[-]，潜行移动速度提高[decea3] 30％[-]。敌人搜索你的时间最长可达[decea3] 30 [-]秒
perkFromTheShadows4,躲在阴影里的效率提高[decea3] 52％[-]，行动噪音降低了[decea3] 40％[-]，潜行移动速度提高[decea3] 40％[-]。敌人搜索你的时间最长可达[decea3] 25 [-]秒
perkFromTheShadows5,躲在阴影里的效率提高[decea3] 65％[-]，行动噪音降低了[decea3] 50％[-]，潜行移动速度提高[decea3] 50％[-]。敌人搜索你的时间最长可达[decea3] 20 [-]秒
perkHiddenStrike1,潜行攻击造成的伤害提高[decea3] 50％[-]
perkHiddenStrike2,潜行攻击造成的伤害提高[decea3] 100％[-]
perkHiddenStrike3,潜行攻击造成的伤害提高[decea3] 150％[-]
perkHiddenStrike4,潜行攻击造成的伤害提高[decea3] 200％[-]
perkHiddenStrike5,潜行攻击造成的伤害提高[decea3] 250％[-]
actionPerkHandguns,手枪
actionPerkHandgunsDesc,提高 [decea3] 手枪 [-] 的射速、装填速度、伤害和瞄准精度 [decea3]25%[-]。使用手枪来提高这项技能。
actionPerkHandgunsEffect,将 [decea3]Handgun[-] 射速、装填速度、伤害和瞄准 \n 提高 [decea3]0.25%[-]。
actionPerkHandgunsLevelUp,你的[decea3]手枪[-]技能提高了!
actionPerkHandguns1,伤害，瞄准精度，肢解[decea3] +5％[-] \n爆头伤害[decea3] +10％[-] \n装弹速度[decea3] +2％[-]
actionPerkHandguns2,伤害，瞄准精度，肢解[decea3] +10％[-] \n爆头伤害[decea3] +20％[-] \n装弹速度[decea3] +4％[-]
actionPerkHandguns3,伤害，瞄准精度，肢解[decea3] +15％[-] \n爆头伤害[decea3] +30％[-] \n装弹速度[decea3] +6％[-]
actionPerkHandguns4,伤害，瞄准精度，肢解[decea3] +20％[-] \n爆头伤害[decea3] +40％[-] \n装弹速度[decea3] +8％[-]
actionPerkHandguns5,伤害，瞄准精度，肢解[decea3] +25％[-] \n爆头伤害[decea3] +50％[-] \n装弹速度[decea3] +10％[-]
actionPerkBlades,刀和剑
actionPerkBladesDesc,将刀刃武器伤害、攻击速度和肢解几率提高至 [decea3]25%[-]，并将收集肉提高至 [decea3]40%[-]。使用刀刃武器来提高此技能。
actionPerkBladesEffect,将刀刃武器伤害、攻击速度和肢解几率提高 [decea3]0.25%[-]。收集肉类效率提高[decea3]0.4%[-] 。
actionPerkBladesLevelUp,你的[decea3]刀刃[-]技能提高了!
actionPerkBlades1,伤害，肢解[decea3] +5％[-] \n爆头伤害[decea3] +10％[-]
actionPerkBlades2,伤害，肢解[decea3] +10％[-] \n爆头伤害[decea3] +20％[-]
actionPerkBlades3,伤害，肢解[decea3] +15％[-] \n爆头伤害[decea3] +30％[-]
actionPerkBlades4,伤害，肢解[decea3] +20％[-] \n爆头伤害[decea3] +40％[-]
actionPerkBlades5,伤害，肢解[decea3] +25％[-] \n爆头伤害[decea3] +50％[-]
actionPerkAthletics,体质
actionPerkAthleticsDesc,提高你跑步时的体力再生和最大体力至 [decea3]20%[-]。步行、跑步、跳跃或游泳以提高技能。
actionPerkAthleticsEffect,提高跑步时的体力再生和最大体力 [decea3]0.2%[-]。
actionPerkAthleticsLevelUp,你的[decea3]体质[-]技能提高了!
actionPerkAthletics1,最大体力[decea3] +5％[-] \n冲刺体力恢复[decea3] +5％[-]
actionPerkAthletics2,最大体力[decea3] +10％[-] \n冲刺体力恢复[decea3] 10％[-]
actionPerkAthletics3,最大体力[decea3] +15％[-] \n冲刺体力恢复[decea3] 15％[-]
actionPerkAthletics4,最大体力[decea3] +20％[-] \n冲刺体力恢复[decea3] 20％[-]
actionPerkAthletics5,最大体力[decea3] +25％[-] \n冲刺体力恢复[decea3] 25％[-]
actionPerkSneaking,潜行
actionPerkSneakingDesc,提高你的蹲伏速度并降低蹲伏时的噪音至 [decea3]25%[-]。蹲下时移动以提高此技能。
actionPerkSneakingEffect,提高你的蹲伏速度并降低蹲伏时的噪音 [decea3]0.25%[-]。
actionPerkSneakingLevelUp,你的[decea3] 潜行 [-]技能提高了!
actionPerkSneaking1,蹲伏速度[decea3] +5％[-] \n检测和噪音[decea3] -5％[-]
actionPerkSneaking2,蹲伏速度[decea3] +10％[-] \n检测和噪音[decea3] -10％[-]
actionPerkSneaking3,蹲伏速度[decea3] +15％[-] \n检测和噪音[decea3] -15％[-]
actionPerkSneaking4,蹲伏速度[decea3] +20％[-] \n检测和噪音[decea3] -20％[-]
actionPerkSneaking5,蹲伏速度[decea3] +25％[-] \n检测和噪音[decea3] -25％[-]
actionPerkAssasin,刺客
actionPerkAssasinLevelUp,你的[decea3]刺客[-]技能提高了!
actionPerkAssasin1,潜行攻击造成的伤害提高[decea3] 20％[-]
actionPerkAssasin2,潜行攻击造成的伤害提高[decea3] 40％[-]
actionPerkAssasin3,潜行攻击造成的伤害提高[decea3] 60％[-]
actionPerkAssasin4,潜行攻击造成的伤害提高[decea3] 80％[-]
actionPerkAssasin5,潜行攻击造成的伤害提高[decea3] 100％[-]
actionPerkSubmachineGuns,冲锋枪
actionPerkSubmachineGunsDesc,提高 [decea3] 冲锋枪 [-] 的射速、装填速度、伤害和瞄准精度至 [decea3]25%[-]。使用冲锋枪来提高这项技能。
actionPerkSubmachineGunsEffect,使[decea3]冲锋枪[-]的射速，重装速度，伤害和瞄准\n提高[decea3] 0.25％[-]。
actionPerkSubmachineGunsLevelUp,你的[decea3]冲锋枪[-]技能提高了！
actionPerkSubmachineGuns1,伤害，瞄准，肢解[decea3]+5%[-]\n爆头伤害[decea3]+10%[-]\n装弹速度[decea3]+2%[-][decea3]解锁10mm空心弹制作[-]
actionPerkSubmachineGuns2,伤害，瞄准，肢解[decea3]+10%[-]\n爆头伤害[decea3]+20%[-]\n装弹速度[decea3]+4%[-][decea3]解锁10mm穿甲弹制作[-]
actionPerkSubmachineGuns3,伤害，瞄准，肢解[decea3]+15%[-]\n爆头伤害[decea3]+30%[-]\n装弹速度[decea3]+6%[-]
actionPerkSubmachineGuns4,伤害，瞄准，肢解[decea3]+20%[-]\n爆头伤害[decea3]+40%[-]\n装弹速度[decea3]+8%[-]
actionPerkSubmachineGuns5,伤害，瞄准，肢解[decea3]+25%[-]\n爆头伤害[decea3]+50%[-]\n装弹速度[decea3]+10%[-]
perkPistolPeteTakeAimDesc,9毫米武器在使用瞄准镜或机械瞄具时，射程增加[decea3]20%[-]
perkPistolPeteTakeAimLongDesc,9毫米武器在使用瞄准镜或机械瞄具时，射程增加[decea3]20%[-]
perkPistolPeteSwissKneesDesc,成功击中同一目标的腿部会增加[decea3]10%[-]的致残机率
perkPistolPeteSwissKneesLongDesc,成功击中同一目标的腿部会增加[decea3]10%[-]的致残机率
perkPistolPeteSteadyHandDesc,更准确地快速发射9毫米口径的枪支
perkPistolPeteSteadyHandLongDesc,更准确地快速发射9毫米口径的枪支
perkPistolPeteMaintenanceDesc,9毫米枪的损坏速度[decea3]降低20%[-] 
perkPistolPeteMaintenanceLongDesc,9毫米枪的损坏速度[decea3]降低20%[-] 
perkPistolPeteHPAmmoDesc,你可以制作9毫米空尖弹
perkPistolPeteHPAmmoLongDesc,你可以制作9毫米空尖弹
perkPistolPeteAPAmmoDesc,你可以制作9毫米穿甲弹
perkPistolPeteAPAmmoLongDesc,你可以制作9毫米穿甲弹
perkPistolPeteDamageDesc,9毫米枪造成的伤害增加[decea3]10%[-] 
perkPistolPeteDamageLongDesc,9毫米枪造成的伤害增加[decea3]10%[-] 
perkPistolPeteCompleteDesc,9毫米枪在近距离无视[decea3]20%[-]的护甲，并造成流血伤害
perkPistolPeteCompleteLongDesc,9毫米枪在近距离无视[decea3]20%[-]的护甲，并造成流血伤害
attIntellectName,智慧
attIntellectDesc,更快掌握[decea3]智慧[-]技能，提高爆头伤害和肢解几率：[decea3]冲锋枪[-]，[decea3]炸药[-]，[decea3]便携式炮塔[-]和[decea3] 电击棒 [-]
attIntellect01,技能经验值[decea3] +10％[-] \n爆头伤害[decea3] +5％[-] \n肢解几率[decea3] +2.5％[-]
attIntellect02,技能经验值[decea3] +20％[-] \n爆头伤害[decea3] +10％[-] \n肢解几率[decea3] +5％[-]
attIntellect03,技能经验值[decea3] +30％[-] \n爆头伤害[decea3] +15％[-] \n肢解几率[decea3] +7.5％[-]
attIntellect04,技能经验值[decea3] +40％[-] \n爆头伤害[decea3] +20％[-] \n肢解几率[decea3] +10％[-]
attIntellect05,技能经验值[decea3] +50％[-] \n爆头伤害[decea3] +25％[-] \n肢解几率[decea3] +12.5％[-]
attIntellect06,技能经验值[decea3] +60％[-] \n爆头伤害[decea3] +30％[-] \n肢解几率[decea3] +15％[-]
attIntellect07,技能经验值[decea3] +70％[-] \n爆头伤害[decea3] +35％[-] \n肢解几率[decea3] +17.5％[-]
attIntellect08,技能经验值[decea3] +80％[-] \n爆头伤害[decea3] +40％[-] \n肢解几率[decea3] +20％[-]
attIntellect09,技能经验值[decea3] +90％[-] \n爆头伤害[decea3] +45％[-] \n肢解几率[decea3] +22.5％[-]
attIntellect10,技能经验值[decea3] +100％[-] \n爆头伤害[decea3] +50％[-] \n肢解几率[decea3] +25％[-]
ulmPerkSubmachineGunsName,冲锋枪
ulmPerkSubmachineGunsDesc,熟练使用冲锋枪。
ulmPerkSubmachineGuns1,冲锋枪造成的伤害增加[decea3]5%[-]，射击速度增加[decea3]5%[-]，装弹速度增加[decea3]10%[-]
ulmPerkSubmachineGuns2,冲锋枪造成的伤害增加[decea3]10%[-]，射击速度增加[decea3]10%[-]，装弹速度增加[decea3]15%[-]
ulmPerkSubmachineGuns3,冲锋枪造成的伤害增加[decea3]15%[-]，射击速度增加[decea3]15%[-]，装弹速度增加[decea3]20%[-]
ulmPerkSubmachineGuns4,冲锋枪造成的伤害增加[decea3]20%[-]，射击速度增加[decea3]20%[-]，装弹速度增加[decea3]25%[-]
ulmPerkSubmachineGuns5,冲锋枪造成的伤害增加[decea3]25%[-]，射击速度增加[decea3]25%[-]，装弹速度增加[decea3]30%[-]
perkDemolitionsExpert1,火箭发射器和炸药造成的伤害提高[decea3] 10％[-]，瞄准精度提高[decea3] 10％[-]，肢解的几率增加[decea3] 10％[-]，装弹速度提高[decea3] 5％[-]
perkDemolitionsExpert2,火箭发射器和炸药造成的伤害提高[decea3] 20％[-]，瞄准精度提高[decea3] 20％[-]，肢解的几率增加[decea3] 20％[-]，装弹速度提高[decea3] 10％[-]
perkDemolitionsExpert3,火箭发射器和炸药造成的伤害提高[decea3] 30％[-]，瞄准精度提高[decea3] 30％[-]，肢解的几率增加[decea3] 30％[-]，装弹速度提高[decea3] 15％[-]
perkDemolitionsExpert4,火箭发射器和炸药造成的伤害提高[decea3] 40％[-]，瞄准精度提高[decea3] 40％[-]，肢解的几率增加[decea3] 40％[-]，装弹速度提高[decea3] 20％[-]
perkDemolitionsExpert5,火箭发射器和炸药造成的伤害提高[decea3] 50％[-]，瞄准精度提高[decea3] 50％[-]，肢解的几率增加[decea3] 50％[-]，装弹速度提高[decea3] 25％[-]
